district,district_code,school,school_code,subject,gender,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year
Learn,2450014,Dual Language & Arts Magnet Middle School,2455014,ELA,F,74,74,100.0,74,14,18.9,19,25.7,24,32.4,17,23.0,41,55.4,2015-16
Learn,2450014,Dual Language & Arts Magnet Middle School,2455014,ELA,M,64,64,100.0,64,19,29.7,19,29.7,18,28.1,8,12.5,26,40.6,2015-16
Learn,2450014,Dual Language & Arts Magnet Middle School,2455014,Math,F,74,74,100.0,74,35,47.3,25,33.8,*,*,*,*,14,18.9,2015-16
Learn,2450014,Dual Language & Arts Magnet Middle School,2455014,Math,M,64,64,100.0,64,30,46.9,21,32.8,*,*,*,*,13,20.3,2015-16
Learn,2450014,LEARN SAILS Program at Salem,2451014,ELA,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Learn,2450014,LEARN SAILS Program at Salem,2451014,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Learn,2450014,LEARN SAILS Program at Salem,2451014,Math,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Learn,2450014,LEARN SAILS Program at Salem,2451014,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Learn,2450014,Learn SAILS Middle School Program,2450814,ELA,M,6,6,*,6,*,*,*,*,*,*,*,*,*,*,2015-16
Learn,2450014,Learn SAILS Middle School Program,2450814,Math,M,6,6,*,6,*,*,*,*,*,*,*,*,*,*,2015-16
Learn,2450014,Regional Multicultural Magnet School,2450114,ELA,F,141,139,98.6,139,29,20.9,34,24.5,37,26.6,39,28.1,76,54.7,2015-16
Learn,2450014,Regional Multicultural Magnet School,2450114,ELA,M,129,126,97.7,126,28,22.2,31,24.6,39,31.0,28,22.2,67,53.2,2015-16
Learn,2450014,Regional Multicultural Magnet School,2450114,Math,F,141,139,98.6,139,47,33.8,45,32.4,32,23.0,15,10.8,47,33.8,2015-16
Learn,2450014,Regional Multicultural Magnet School,2450114,Math,M,129,126,97.7,126,37,29.4,43,34.1,25,19.8,21,16.7,46,36.5,2015-16
Lebanon School District,0710011,Lebanon Elementary School,0710111,ELA,F,74,74,100.0,74,*,*,*,*,20,27.0,38,51.4,58,78.4,2015-16
Lebanon School District,0710011,Lebanon Elementary School,0710111,ELA,M,78,78,100.0,78,*,*,*,*,23,29.5,22,28.2,45,57.7,2015-16
Lebanon School District,0710011,Lebanon Elementary School,0710111,Math,F,74,74,100.0,74,8,10.8,12,16.2,31,41.9,23,31.1,54,73.0,2015-16
Lebanon School District,0710011,Lebanon Elementary School,0710111,Math,M,78,78,100.0,78,18,23.1,18,23.1,32,41.0,10,12.8,42,53.8,2015-16
Lebanon School District,0710011,Lebanon Middle School,0715111,ELA,F,150,137,91.3,137,8,5.8,34,24.8,50,36.5,45,32.8,95,69.3,2015-16
Lebanon School District,0710011,Lebanon Middle School,0715111,ELA,M,154,149,96.8,149,22,14.8,33,22.1,55,36.9,39,26.2,94,63.1,2015-16
Lebanon School District,0710011,Lebanon Middle School,0715111,Math,F,150,137,91.3,137,17,12.4,46,33.6,47,34.3,27,19.7,74,54.0,2015-16
Lebanon School District,0710011,Lebanon Middle School,0715111,Math,M,154,149,96.8,149,23,15.4,44,29.5,41,27.5,41,27.5,82,55.0,2015-16
Ledyard School District,0720011,Gallup Hill School,0720411,ELA,F,82,81,98.8,81,15,18.5,19,23.5,28,34.6,19,23.5,47,58.0,2015-16
Ledyard School District,0720011,Gallup Hill School,0720411,ELA,M,81,81,100.0,81,22,27.2,19,23.5,27,33.3,13,16.0,40,49.4,2015-16
Ledyard School District,0720011,Gallup Hill School,0720411,Math,F,82,81,98.8,81,25,30.9,28,34.6,18,22.2,10,12.3,28,34.6,2015-16
Ledyard School District,0720011,Gallup Hill School,0720411,Math,M,81,81,100.0,81,16,19.8,26,32.1,21,25.9,18,22.2,39,48.1,2015-16
Ledyard School District,0720011,Juliet W. Long School,0720311,ELA,F,139,139,100.0,138,16,11.6,23,16.7,37,26.8,62,44.9,99,71.7,2015-16
Ledyard School District,0720011,Juliet W. Long School,0720311,ELA,M,144,143,99.3,143,35,24.5,31,21.7,49,34.3,28,19.6,77,53.8,2015-16
Ledyard School District,0720011,Juliet W. Long School,0720311,Math,F,139,139,100.0,137,17,12.4,47,34.3,40,29.2,33,24.1,73,53.3,2015-16
Ledyard School District,0720011,Juliet W. Long School,0720311,Math,M,144,143,99.3,143,22,15.4,50,35.0,46,32.2,25,17.5,71,49.7,2015-16
Ledyard School District,0720011,Ledyard Center School,0720111,ELA,F,102,102,100.0,102,18,17.6,18,17.6,30,29.4,36,35.3,66,64.7,2015-16
Ledyard School District,0720011,Ledyard Center School,0720111,ELA,M,139,139,100.0,139,31,22.3,29,20.9,51,36.7,28,20.1,79,56.8,2015-16
Ledyard School District,0720011,Ledyard Center School,0720111,Math,F,102,102,100.0,102,19,18.6,37,36.3,26,25.5,20,19.6,46,45.1,2015-16
Ledyard School District,0720011,Ledyard Center School,0720111,Math,M,139,139,100.0,139,20,14.4,53,38.1,44,31.7,22,15.8,66,47.5,2015-16
Ledyard School District,0720011,Ledyard High School,0726111,ELA,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Ledyard School District,0720011,Ledyard High School,0726111,Math,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Ledyard School District,0720011,Ledyard Middle School,0725111,ELA,F,142,142,100.0,142,20,14.1,31,21.8,61,43.0,30,21.1,91,64.1,2015-16
Ledyard School District,0720011,Ledyard Middle School,0725111,ELA,M,175,174,99.4,174,33,19.0,50,28.7,67,38.5,24,13.8,91,52.3,2015-16
Ledyard School District,0720011,Ledyard Middle School,0725111,Math,F,142,142,100.0,142,25,17.6,46,32.4,37,26.1,34,23.9,71,50.0,2015-16
Ledyard School District,0720011,Ledyard Middle School,0725111,Math,M,175,174,99.4,174,37,21.3,58,33.3,46,26.4,33,19.0,79,45.4,2015-16
Lisbon School District,0730011,Lisbon Central School,0730111,ELA,F,127,124,97.6,124,9,7.3,33,26.6,38,30.6,44,35.5,82,66.1,2015-16
Lisbon School District,0730011,Lisbon Central School,0730111,ELA,M,125,125,100.0,125,23,18.4,30,24.0,47,37.6,25,20.0,72,57.6,2015-16
Lisbon School District,0730011,Lisbon Central School,0730111,Math,F,127,124,97.6,124,29,23.4,47,37.9,38,30.6,10,8.1,48,38.7,2015-16
Lisbon School District,0730011,Lisbon Central School,0730111,Math,M,125,125,100.0,125,30,24.0,47,37.6,34,27.2,14,11.2,48,38.4,2015-16
Litchfield School District,0740011,Center School,0740211,ELA,F,29,28,96.6,28,*,*,*,*,*,*,14,50.0,*,*,2015-16
Litchfield School District,0740011,Center School,0740211,ELA,M,22,22,100.0,22,*,*,*,*,*,*,10,45.5,*,*,2015-16
Litchfield School District,0740011,Center School,0740211,Math,F,29,28,96.6,28,*,*,*,*,*,*,11,39.3,*,*,2015-16
Litchfield School District,0740011,Center School,0740211,Math,M,22,22,100.0,22,*,*,*,*,*,*,14,63.6,*,*,2015-16
Litchfield School District,0740011,Litchfield Intermediate School,0740311,ELA,F,101,101,100.0,101,*,*,*,*,29,28.7,51,50.5,80,79.2,2015-16
Litchfield School District,0740011,Litchfield Intermediate School,0740311,ELA,M,115,114,99.1,114,*,*,*,*,39,34.2,58,50.9,97,85.1,2015-16
Litchfield School District,0740011,Litchfield Intermediate School,0740311,Math,F,101,101,100.0,101,*,*,*,*,29,28.7,41,40.6,70,69.3,2015-16
Litchfield School District,0740011,Litchfield Intermediate School,0740311,Math,M,115,114,99.1,114,*,*,*,*,36,31.6,55,48.2,91,79.8,2015-16
Litchfield School District,0740011,Litchfield Middle School,0746011,ELA,F,88,85,96.6,85,7,8.2,15,17.6,34,40.0,29,34.1,63,74.1,2015-16
Litchfield School District,0740011,Litchfield Middle School,0746011,ELA,M,80,80,100.0,80,13,16.3,12,15.0,31,38.8,24,30.0,55,68.8,2015-16
Litchfield School District,0740011,Litchfield Middle School,0746011,Math,F,88,85,96.6,85,9,10.6,29,34.1,19,22.4,28,32.9,47,55.3,2015-16
Litchfield School District,0740011,Litchfield Middle School,0746011,Math,M,80,80,100.0,80,14,17.5,22,27.5,20,25.0,24,30.0,44,55.0,2015-16
Madison School District,0760011,Dr. Robert H. Brown Middle School,0760611,ELA,F,176,160,90.9,160,15,9.4,22,13.8,62,38.8,61,38.1,123,76.9,2015-16
Madison School District,0760011,Dr. Robert H. Brown Middle School,0760611,ELA,M,238,220,92.4,220,28,12.7,50,22.7,88,40.0,54,24.5,142,64.5,2015-16
Madison School District,0760011,Dr. Robert H. Brown Middle School,0760611,Math,F,176,160,90.9,160,25,15.6,50,31.3,48,30.0,37,23.1,85,53.1,2015-16
Madison School District,0760011,Dr. Robert H. Brown Middle School,0760611,Math,M,238,216,90.8,216,26,12.0,72,33.3,77,35.6,41,19.0,118,54.6,2015-16
Madison School District,0760011,Island Avenue Elementary School,0760211,ELA,F,60,54,90.0,54,*,*,*,*,11,20.4,35,64.8,46,85.2,2015-16
Madison School District,0760011,Island Avenue Elementary School,0760211,ELA,M,63,61,96.8,61,*,*,*,*,21,34.4,26,42.6,47,77.0,2015-16
Madison School District,0760011,Island Avenue Elementary School,0760211,Math,F,60,54,90.0,54,*,*,*,*,29,53.7,15,27.8,44,81.5,2015-16
Madison School District,0760011,Island Avenue Elementary School,0760211,Math,M,63,61,96.8,61,*,*,*,*,23,37.7,24,39.3,47,77.0,2015-16
Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,ELA,F,60,55,91.7,55,*,*,*,*,17,30.9,27,49.1,44,80.0,2015-16
Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,ELA,M,84,80,95.2,80,*,*,*,*,31,38.8,32,40.0,63,78.8,2015-16
Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,Math,F,60,55,91.7,55,*,*,*,*,22,40.0,19,34.5,41,74.5,2015-16
Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,Math,M,84,80,95.2,80,0,0.0,13,16.3,38,47.5,29,36.3,67,83.8,2015-16
Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,ELA,F,47,46,97.9,46,*,*,0,0.0,*,*,34,73.9,*,*,2015-16
Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,ELA,M,55,52,94.5,52,*,*,*,*,15,28.8,26,50.0,41,78.8,2015-16
Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,Math,F,47,46,97.9,46,0,0.0,*,*,*,*,23,50.0,*,*,2015-16
Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,Math,M,55,52,94.5,52,*,*,*,*,16,30.8,24,46.2,40,76.9,2015-16
Madison School District,0760011,Walter C. Polson Upper Middle School,0765211,ELA,F,275,231,84.0,231,17,7.4,46,19.9,102,44.2,66,28.6,168,72.7,2015-16
Madison School District,0760011,Walter C. Polson Upper Middle School,0765211,ELA,M,273,250,91.6,250,42,16.8,65,26.0,90,36.0,53,21.2,143,57.2,2015-16
Madison School District,0760011,Walter C. Polson Upper Middle School,0765211,Math,F,275,230,83.6,230,26,11.3,70,30.4,64,27.8,70,30.4,134,58.3,2015-16
Madison School District,0760011,Walter C. Polson Upper Middle School,0765211,Math,M,273,248,90.8,248,47,19.0,55,22.2,62,25.0,84,33.9,146,58.9,2015-16
Manchester School District,0770011,Bentley Alternative Education Program,0770211,ELA,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,Bentley Alternative Education Program,0770211,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,Bentley Alternative Education Program,0770211,Math,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,Bentley Alternative Education Program,0770211,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,Bowers School,0770111,ELA,F,86,86,100.0,86,17,19.8,20,23.3,23,26.7,26,30.2,49,57.0,2015-16
Manchester School District,0770011,Bowers School,0770111,ELA,M,116,116,100.0,116,51,44.0,25,21.6,20,17.2,20,17.2,40,34.5,2015-16
Manchester School District,0770011,Bowers School,0770111,Math,F,86,86,100.0,86,*,*,31,36.0,28,32.6,*,*,*,*,2015-16
Manchester School District,0770011,Bowers School,0770111,Math,M,116,116,100.0,116,56,48.3,*,*,28,24.1,*,*,*,*,2015-16
Manchester School District,0770011,Buckley School,0770311,ELA,F,73,71,97.3,70,8,11.4,16,22.9,22,31.4,24,34.3,46,65.7,2015-16
Manchester School District,0770011,Buckley School,0770311,ELA,M,86,83,96.5,83,22,26.5,18,21.7,18,21.7,25,30.1,43,51.8,2015-16
Manchester School District,0770011,Buckley School,0770311,Math,F,73,71,97.3,70,13,18.6,18,25.7,24,34.3,15,21.4,39,55.7,2015-16
Manchester School District,0770011,Buckley School,0770311,Math,M,86,82,95.3,82,16,19.5,21,25.6,24,29.3,21,25.6,45,54.9,2015-16
Manchester School District,0770011,Elementary Site 2,0771111,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,Elementary Site 2,0771111,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,Elisabeth M. Bennet Academy,0771711,ELA,F,216,215,99.5,215,60,27.9,57,26.5,71,33.0,27,12.6,98,45.6,2015-16
Manchester School District,0770011,Elisabeth M. Bennet Academy,0771711,ELA,M,206,205,99.5,205,95,46.3,49,23.9,44,21.5,17,8.3,61,29.8,2015-16
Manchester School District,0770011,Elisabeth M. Bennet Academy,0771711,Math,F,216,215,99.5,215,70,32.6,73,34.0,37,17.2,35,16.3,72,33.5,2015-16
Manchester School District,0770011,Elisabeth M. Bennet Academy,0771711,Math,M,205,204,99.5,204,85,41.7,61,29.9,29,14.2,29,14.2,58,28.4,2015-16
Manchester School District,0770011,Highland Park School,0770411,ELA,F,72,71,98.6,71,20,28.2,13,18.3,14,19.7,24,33.8,38,53.5,2015-16
Manchester School District,0770011,Highland Park School,0770411,ELA,M,64,64,100.0,64,22,34.4,12,18.8,19,29.7,11,17.2,30,46.9,2015-16
Manchester School District,0770011,Highland Park School,0770411,Math,F,72,71,98.6,71,23,32.4,24,33.8,14,19.7,10,14.1,24,33.8,2015-16
Manchester School District,0770011,Highland Park School,0770411,Math,M,64,64,100.0,64,22,34.4,11,17.2,23,35.9,8,12.5,31,48.4,2015-16
Manchester School District,0770011,Illing Middle School,0775311,ELA,F,377,374,99.2,374,108,28.9,97,25.9,114,30.5,55,14.7,169,45.2,2015-16
Manchester School District,0770011,Illing Middle School,0775311,ELA,M,378,375,99.2,375,145,38.7,90,24.0,111,29.6,29,7.7,140,37.3,2015-16
Manchester School District,0770011,Illing Middle School,0775311,Math,F,377,373,98.9,373,178,47.7,110,29.5,49,13.1,36,9.7,85,22.8,2015-16
Manchester School District,0770011,Illing Middle School,0775311,Math,M,378,374,98.9,374,187,50.0,100,26.7,55,14.7,32,8.6,87,23.3,2015-16
Manchester School District,0770011,Keeney School,0770611,ELA,F,75,75,100.0,75,30,40.0,11,14.7,19,25.3,15,20.0,34,45.3,2015-16
Manchester School District,0770011,Keeney School,0770611,ELA,M,78,78,100.0,78,24,30.8,15,19.2,14,17.9,25,32.1,39,50.0,2015-16
Manchester School District,0770011,Keeney School,0770611,Math,F,75,75,100.0,75,28,37.3,28,37.3,*,*,*,*,19,25.3,2015-16
Manchester School District,0770011,Keeney School,0770611,Math,M,78,78,100.0,78,22,28.2,*,*,19,24.4,*,*,*,*,2015-16
Manchester School District,0770011,Manchester Regional Academy,0779011,ELA,M,13,12,*,12,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,Manchester Regional Academy,0779011,Math,M,13,13,*,13,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,Martin School,0771611,ELA,F,64,64,100.0,64,23,35.9,11,17.2,15,23.4,15,23.4,30,46.9,2015-16
Manchester School District,0770011,Martin School,0771611,ELA,M,66,66,100.0,66,28,42.4,16,24.2,14,21.2,8,12.1,22,33.3,2015-16
Manchester School District,0770011,Martin School,0771611,Math,F,64,64,100.0,64,23,35.9,21,32.8,*,*,*,*,20,31.3,2015-16
Manchester School District,0770011,Martin School,0771611,Math,M,66,66,100.0,66,30,45.5,18,27.3,*,*,*,*,18,27.3,2015-16
Manchester School District,0770011,New Horizons,0770711,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,New Horizons,0770711,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16
Manchester School District,0770011,Robertson School,0771011,ELA,F,69,69,100.0,69,19,27.5,15,21.7,22,31.9,13,18.8,35,50.7,2015-16
Manchester School District,0770011,Robertson School,0771011,ELA,M,77,77,100.0,77,30,39.0,17,22.1,20,26.0,10,13.0,30,39.0,2015-16
Manchester School District,0770011,Robertson School,0771011,Math,F,69,69,100.0,69,14,20.3,29,42.0,19,27.5,7,10.1,26,37.7,2015-16
Manchester School District,0770011,Robertson School,0771011,Math,M,77,77,100.0,77,19,24.7,21,27.3,24,31.2,13,16.9,37,48.1,2015-16
Manchester School District,0770011,Verplanck School,0771211,ELA,F,88,88,100.0,88,45,51.1,21,23.9,16,18.2,6,6.8,22,25.0,2015-16
Manchester School District,0770011,Verplanck School,0771211,ELA,M,98,98,100.0,98,52,53.1,19,19.4,19,19.4,8,8.2,27,27.6,2015-16
Manchester School District,0770011,Verplanck School,0771211,Math,F,88,88,100.0,88,49,55.7,30,34.1,*,*,*,*,9,10.2,2015-16
Manchester School District,0770011,Verplanck School,0771211,Math,M,98,98,100.0,98,50,51.0,28,28.6,*,*,*,*,20,20.4,2015-16
Manchester School District,0770011,Waddell School,0771311,ELA,F,81,80,98.8,80,25,31.3,*,*,21,26.3,*,*,*,*,2015-16
Manchester School District,0770011,Waddell School,0771311,ELA,M,85,82,96.5,82,34,41.5,*,*,24,29.3,*,*,*,*,2015-16
Manchester School District,0770011,Waddell School,0771311,Math,F,81,80,98.8,80,29,36.3,24,30.0,*,*,*,*,27,33.8,2015-16
Manchester School District,0770011,Waddell School,0771311,Math,M,85,82,96.5,82,32,39.0,29,35.4,*,*,*,*,21,25.6,2015-16
Manchester School District,0770011,Washington School,0771411,ELA,F,91,91,100.0,91,39,42.9,24,26.4,19,20.9,*,*,*,*,2015-16
Manchester School District,0770011,Washington School,0771411,ELA,M,94,94,100.0,94,60,63.8,15,16.0,14,14.9,*,*,*,*,2015-16
Manchester School District,0770011,Washington School,0771411,Math,F,91,91,100.0,91,48,52.7,27,29.7,13,14.3,*,*,*,*,2015-16
Manchester School District,0770011,Washington School,0771411,Math,M,94,94,100.0,94,50,53.2,23,24.5,15,16.0,*,*,*,*,2015-16
Mansfield School District,0780011,Annie E. Vinton School,0780411,ELA,F,53,53,100.0,53,*,*,*,*,9,17.0,33,62.3,42,79.2,2015-16
Mansfield School District,0780011,Annie E. Vinton School,0780411,ELA,M,51,48,94.1,48,*,*,*,*,17,35.4,22,45.8,39,81.3,2015-16
Mansfield School District,0780011,Annie E. Vinton School,0780411,Math,F,53,53,100.0,53,*,*,*,*,14,26.4,26,49.1,40,75.5,2015-16
Mansfield School District,0780011,Annie E. Vinton School,0780411,Math,M,51,48,94.1,48,*,*,*,*,10,20.8,29,60.4,39,81.3,2015-16
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,ELA,F,31,31,100.0,31,*,*,*,*,6,19.4,20,64.5,26,83.9,2015-16
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,ELA,M,46,41,89.1,41,*,*,*,*,8,19.5,24,58.5,32,78.0,2015-16
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,Math,F,31,31,100.0,31,*,*,*,*,11,35.5,14,45.2,25,80.6,2015-16
Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,Math,M,47,42,89.4,42,*,*,*,*,14,33.3,21,50.0,35,83.3,2015-16
Mansfield School District,0780011,Mansfield Middle School School,0785111,ELA,F,243,220,90.5,220,13,5.9,24,10.9,74,33.6,109,49.5,183,83.2,2015-16
Mansfield School District,0780011,Mansfield Middle School School,0785111,ELA,M,284,264,93.0,264,23,8.7,49,18.6,101,38.3,91,34.5,192,72.7,2015-16
Mansfield School District,0780011,Mansfield Middle School School,0785111,Math,F,243,220,90.5,220,24,10.9,57,25.9,59,26.8,80,36.4,139,63.2,2015-16
Mansfield School District,0780011,Mansfield Middle School School,0785111,Math,M,284,265,93.3,265,25,9.4,53,20.0,76,28.7,111,41.9,187,70.6,2015-16
Mansfield School District,0780011,Southeast Elementary School,0780511,ELA,F,58,55,94.8,55,*,*,*,*,13,23.6,27,49.1,40,72.7,2015-16
Mansfield School District,0780011,Southeast Elementary School,0780511,ELA,M,45,44,97.8,44,*,*,*,*,10,22.7,24,54.5,34,77.3,2015-16
Mansfield School District,0780011,Southeast Elementary School,0780511,Math,F,58,55,94.8,55,*,*,*,*,21,38.2,17,30.9,38,69.1,2015-16
Mansfield School District,0780011,Southeast Elementary School,0780511,Math,M,45,44,97.8,44,*,*,*,*,14,31.8,19,43.2,33,75.0,2015-16
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,ELA,F,155,155,100.0,155,6,3.9,23,14.8,45,29.0,81,52.3,126,81.3,2015-16
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,ELA,M,186,185,99.5,185,25,13.5,36,19.5,56,30.3,68,36.8,124,67.0,2015-16
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,Math,F,155,154,99.4,154,7,4.5,33,21.4,53,34.4,61,39.6,114,74.0,2015-16
Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,Math,M,186,185,99.5,185,14,7.6,33,17.8,54,29.2,84,45.4,138,74.6,2015-16
Meriden School District,0800011,Benjamin Franklin School,0800111,ELA,F,86,85,98.8,85,17,20.0,24,28.2,23,27.1,21,24.7,44,51.8,2015-16
Meriden School District,0800011,Benjamin Franklin School,0800111,ELA,M,88,87,98.9,87,44,50.6,18,20.7,17,19.5,8,9.2,25,28.7,2015-16
Meriden School District,0800011,Benjamin Franklin School,0800111,Math,F,86,85,98.8,85,29,34.1,33,38.8,*,*,*,*,23,27.1,2015-16
Meriden School District,0800011,Benjamin Franklin School,0800111,Math,M,88,86,97.7,86,43,50.0,28,32.6,*,*,*,*,15,17.4,2015-16
Meriden School District,0800011,Casimir Pulaski School,0801111,ELA,F,164,162,98.8,162,47,29.0,42,25.9,43,26.5,30,18.5,73,45.1,2015-16
Meriden School District,0800011,Casimir Pulaski School,0801111,ELA,M,175,173,98.9,173,55,31.8,50,28.9,50,28.9,18,10.4,68,39.3,2015-16
Meriden School District,0800011,Casimir Pulaski School,0801111,Math,F,164,162,98.8,162,42,25.9,61,37.7,41,25.3,18,11.1,59,36.4,2015-16
Meriden School District,0800011,Casimir Pulaski School,0801111,Math,M,174,171,98.3,171,49,28.7,50,29.2,50,29.2,22,12.9,72,42.1,2015-16
