"subject","participation.rate","school_code","year"
"ELA: High Needs Students ","100.0","0600311","201516"
"Math: All Students ","100.0","0600311","201516"
"Math: High Needs Students ","100.0","0600311","201516"
"Science: All Students ",".","0600311","201516"
"Science: High Needs Students ",".","0600311","201516"
"ELA Performance index: All Students ","100.0","0600411","201415"
"EL Performance indexA: High Needs Students ","100.0","0600411","201415"
"Math Performance index: All Students ","100.0","0600411","201415"
"Math Performance index: High Needs Students ","100.0","0600411","201415"
"Science Performance index: All Students ",".","0600411","201415"
"Science Performance index: High Needs Students ",".","0600411","201415"
"ELA: All Students ","100.0","0600411","201516"
"ELA: High Needs Students ",".","0600411","201516"
"Math: All Students ","100.0","0600411","201516"
"Math: High Needs Students ",".","0600411","201516"
"Science: All Students ",".","0600411","201516"
"Science: High Needs Students ",".","0600411","201516"
"ELA Performance index: All Students ","98.5","0600611","201415"
"EL Performance indexA: High Needs Students ","97.4","0600611","201415"
"Math Performance index: All Students ","98.5","0600611","201415"
"Math Performance index: High Needs Students ","97.4","0600611","201415"
"Science Performance index: All Students ",".","0600611","201415"
"Science Performance index: High Needs Students ",".","0600611","201415"
"ELA: All Students ","100.0","0600611","201516"
"ELA: High Needs Students ","100.0","0600611","201516"
"Math: All Students ","100.0","0600611","201516"
"Math: High Needs Students ","100.0","0600611","201516"
"Science: All Students ",".","0600611","201516"
"Science: High Needs Students ",".","0600611","201516"
"ELA Performance index: All Students ","99.4","0600711","201415"
"EL Performance indexA: High Needs Students ","98.3","0600711","201415"
"Math Performance index: All Students ","99.4","0600711","201415"
"Math Performance index: High Needs Students ","98.3","0600711","201415"
"Science Performance index: All Students ","100","0600711","201415"
"Science Performance index: High Needs Students ","100","0600711","201415"
"ELA: All Students ","99.6","0600711","201516"
"ELA: High Needs Students ","100","0600711","201516"
"Math: All Students ","99.6","0600711","201516"
"Math: High Needs Students ","100","0600711","201516"
"Science: All Students ","99.7","0600711","201516"
"Science: High Needs Students ","100","0600711","201516"
"ELA Performance index: All Students ","99.5","0605111","201415"
"EL Performance indexA: High Needs Students ","99.2","0605111","201415"
"Math Performance index: All Students ","99.3","0605111","201415"
"Math Performance index: High Needs Students ","98.3","0605111","201415"
"Science Performance index: All Students ","100","0605111","201415"
"Science Performance index: High Needs Students ","100","0605111","201415"
"ELA: All Students ","99.6","0605111","201516"
"ELA: High Needs Students ","100","0605111","201516"
"Math: All Students ","99.6","0605111","201516"
"Math: High Needs Students ","100","0605111","201516"
"Science: All Students ","100","0605111","201516"
"Science: High Needs Students ","100","0605111","201516"
"ELA: All Students ","100","0606111","201415"
"ELA: High Needs Students ","100","0606111","201415"
"Math: All Students ","100","0606111","201415"
"Math: High Needs Students ","100","0606111","201415"
"Science: All Students ","99.6","0606111","201415"
"Science: High Needs Students ","98","0606111","201415"
"ELA: All Students ","98.8","0606111","201516"
"ELA: High Needs Students ","95.7","0606111","201516"
"Math: All Students ","98.8","0606111","201516"
"Math: High Needs Students ","95.7","0606111","201516"
"Science: All Students ","100","0606111","201516"
"Science: High Needs Students ","100","0606111","201516"
"ELA Performance index: All Students ","94","0620111","201415"
"EL Performance indexA: High Needs Students ","93.3","0620111","201415"
"Math Performance index: All Students ","94","0620111","201415"
"Math Performance index: High Needs Students ","93.4","0620111","201415"
"Science Performance index: All Students ","100","0620111","201415"
"Science Performance index: High Needs Students ","100","0620111","201415"
"ELA: All Students ","98.9","0620111","201516"
"ELA: High Needs Students ","98.4","0620111","201516"
"Math: All Students ","98.9","0620111","201516"
"Math: High Needs Students ","98.4","0620111","201516"
"Science: All Students ","100","0620111","201516"
"Science: High Needs Students ","100","0620111","201516"
"ELA Performance index: All Students ","100","0620211","201415"
"EL Performance indexA: High Needs Students ","100","0620211","201415"
"Math Performance index: All Students ","100","0620211","201415"
"Math Performance index: High Needs Students ","100","0620211","201415"
"Science Performance index: All Students ","100","0620211","201415"
"Science Performance index: High Needs Students ","100","0620211","201415"
"ELA: All Students ","100","0620211","201516"
"ELA: High Needs Students ","100","0620211","201516"
"Math: All Students ","100","0620211","201516"
"Math: High Needs Students ","100","0620211","201516"
"Science: All Students ","100","0620211","201516"
"Science: High Needs Students ","100","0620211","201516"
"ELA Performance index: All Students ","99.4","0620311","201415"
"EL Performance indexA: High Needs Students ","99.1","0620311","201415"
"Math Performance index: All Students ","99.4","0620311","201415"
"Math Performance index: High Needs Students ","100","0620311","201415"
"Science Performance index: All Students ","100","0620311","201415"
"Science Performance index: High Needs Students ","100","0620311","201415"
"ELA: All Students ","100","0620311","201516"
"ELA: High Needs Students ","100","0620311","201516"
"Math: All Students ","100","0620311","201516"
"Math: High Needs Students ","100","0620311","201516"
"Science: All Students ","97.6","0620311","201516"
"Science: High Needs Students ","100","0620311","201516"
"ELA Performance index: All Students ","100","0620411","201415"
"EL Performance indexA: High Needs Students ","100","0620411","201415"
"Math Performance index: All Students ","100","0620411","201415"
"Math Performance index: High Needs Students ","100","0620411","201415"
"Science Performance index: All Students ","100","0620411","201415"
"Science Performance index: High Needs Students ","100","0620411","201415"
"ELA: All Students ","100","0620411","201516"
"ELA: High Needs Students ","100","0620411","201516"
"Math: All Students ","100","0620411","201516"
"Math: High Needs Students ","100","0620411","201516"
"Science: All Students ","100","0620411","201516"
"Science: High Needs Students ","100","0620411","201516"
"ELA Performance index: All Students ","97.9","0621011","201415"
"EL Performance indexA: High Needs Students ","97.1","0621011","201415"
"Math Performance index: All Students ","97.9","0621011","201415"
"Math Performance index: High Needs Students ","97.1","0621011","201415"
"Science Performance index: All Students ","100.0","0621011","201415"
"Science Performance index: High Needs Students ",".","0621011","201415"
"ELA: All Students ","98.4","0621011","201516"
"ELA: High Needs Students ","97.5","0621011","201516"
"Math: All Students ","97.1","0621011","201516"
"Math: High Needs Students ","97.5","0621011","201516"
"Science: All Students ","100.0","0621011","201516"
"Science: High Needs Students ",".","0621011","201516"
"ELA Performance index: All Students ","99.4","0621111","201415"
"EL Performance indexA: High Needs Students ","99.2","0621111","201415"
"Math Performance index: All Students ","98.2","0621111","201415"
"Math Performance index: High Needs Students ","97.6","0621111","201415"
"Science Performance index: All Students ","100","0621111","201415"
"Science Performance index: High Needs Students ","100","0621111","201415"
"ELA: All Students ","100","0621111","201516"
"ELA: High Needs Students ","100","0621111","201516"
"Math: All Students ","99.5","0621111","201516"
"Math: High Needs Students ","99.2","0621111","201516"
"Science: All Students ","97.8","0621111","201516"
"Science: High Needs Students ","96.6","0621111","201516"
"ELA Performance index: All Students ","99.2","0621211","201415"
"EL Performance indexA: High Needs Students ","100","0621211","201415"
"Math Performance index: All Students ","99.2","0621211","201415"
"Math Performance index: High Needs Students ","100","0621211","201415"
"Science Performance index: All Students ","100","0621211","201415"
"Science Performance index: High Needs Students ","100","0621211","201415"
"ELA: All Students ","98.9","0621211","201516"
"ELA: High Needs Students ","98","0621211","201516"
"Math: All Students ","98.5","0621211","201516"
"Math: High Needs Students ","98","0621211","201516"
"Science: All Students ","100","0621211","201516"
"Science: High Needs Students ","100","0621211","201516"
"ELA Performance index: All Students ","99.2","0621411","201415"
"EL Performance indexA: High Needs Students ","98.4","0621411","201415"
"Math Performance index: All Students ","99.2","0621411","201415"
"Math Performance index: High Needs Students ","98.5","0621411","201415"
"Science Performance index: All Students ","100.0","0621411","201415"
"Science Performance index: High Needs Students ",".","0621411","201415"
"ELA: All Students ","99.2","0621411","201516"
"ELA: High Needs Students ","98.6","0621411","201516"
"Math: All Students ","99.2","0621411","201516"
"Math: High Needs Students ","98.6","0621411","201516"
"Science: All Students ","100","0621411","201516"
"Science: High Needs Students ","100","0621411","201516"
"ELA Performance index: All Students ","97.3","0625211","201415"
"EL Performance indexA: High Needs Students ","97.7","0625211","201415"
"Math Performance index: All Students ","97","0625211","201415"
"Math Performance index: High Needs Students ","97","0625211","201415"
"Science Performance index: All Students ","100","0625211","201415"
"Science Performance index: High Needs Students ","100","0625211","201415"
"ELA: All Students ","97.6","0625211","201516"
"ELA: High Needs Students ","96.7","0625211","201516"
"Math: All Students ","96.7","0625211","201516"
