"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","ELA",571,565,98.9,565,34,6.0,74,13.1,235,41.6,222,39.3,457,80.9
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Math",571,569,99.6,569,74,13.0,152,26.7,160,28.1,183,32.2,343,60.3
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","ELA",210,205,97.6,205,19,9.3,43,21.0,63,30.7,80,39.0,143,69.8
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Math",210,210,100.0,210,33,15.7,62,29.5,71,33.8,44,21.0,115,54.8
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","ELA",814,807,99.1,806,33,4.1,80,9.9,320,39.7,373,46.3,693,86.0
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Math",814,813,99.9,813,63,7.7,145,17.8,203,25.0,402,49.4,605,74.4
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","ELA",204,197,96.6,197,25,12.7,26,13.2,58,29.4,88,44.7,146,74.1
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Math",204,204,100.0,204,27,13.2,54,26.5,61,29.9,62,30.4,123,60.3
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","ELA",603,590,97.8,588,28,4.8,72,12.2,196,33.3,292,49.7,488,83.0
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Math",603,591,98.0,590,95,16.1,104,17.6,155,26.3,236,40.0,391,66.3
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","ELA",178,173,97.2,173,38,22.0,42,24.3,48,27.7,45,26.0,93,53.8
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Math",177,177,100.0,177,70,39.5,57,32.2,35,19.8,15,8.5,50,28.2
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","ELA",194,192,99.0,192,"*","*","*","*",50,26.0,120,62.5,170,88.5
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Math",194,193,99.5,193,7,3.6,25,13.0,60,31.1,101,52.3,161,83.4
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","ELA",188,188,100.0,188,27,14.4,48,25.5,58,30.9,55,29.3,113,60.1
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Math",188,188,100.0,188,40,21.3,50,26.6,57,30.3,41,21.8,98,52.1
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","ELA",115,114,99.1,114,20,17.5,19,16.7,44,38.6,31,27.2,75,65.8
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Math",115,114,99.1,114,40,35.1,37,32.5,"*","*","*","*","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","ELA",238,234,98.3,234,12,5.1,24,10.3,43,18.4,155,66.2,198,84.6
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Math",238,238,100.0,238,15,6.3,32,13.4,70,29.4,121,50.8,191,80.3
"Greenwich School District","=""0570011""","North Street School","=""0570811""","ELA",184,183,99.5,183,"*","*","*","*",49,26.8,119,65.0,168,91.8
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Math",184,184,100.0,184,"*","*","*","*",52,28.3,103,56.0,155,84.2
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","ELA",197,192,97.5,192,10,5.2,14,7.3,56,29.2,112,58.3,168,87.5
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Math",197,197,100.0,197,13,6.6,31,15.7,81,41.1,72,36.5,153,77.7
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","ELA",96,96,100.0,96,"*","*",12,12.5,"*","*",51,53.1,"*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Math",96,96,100.0,96,"*","*",22,22.9,"*","*",43,44.8,"*","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","ELA",249,244,98.0,244,8,3.3,24,9.8,63,25.8,149,61.1,212,86.9
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Math",249,249,100.0,249,9,3.6,34,13.7,70,28.1,136,54.6,206,82.7
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","ELA",536,532,99.3,532,81,15.2,132,24.8,206,38.7,113,21.2,319,60.0
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Math",536,536,100.0,536,154,28.7,159,29.7,115,21.5,108,20.1,223,41.6
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","ELA",257,255,99.2,255,41,16.1,58,22.7,83,32.5,73,28.6,156,61.2
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Math",257,255,99.2,255,60,23.5,89,34.9,78,30.6,28,11.0,106,41.6
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","ELA",134,131,97.8,130,16,12.3,26,20.0,61,46.9,27,20.8,88,67.7
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Math",134,130,97.0,130,57,43.8,41,31.5,26,20.0,6,4.6,32,24.6
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","ELA",550,543,98.7,542,81,14.9,138,25.5,220,40.6,103,19.0,323,59.6
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Math",552,543,98.4,543,147,27.1,168,30.9,136,25.0,92,16.9,228,42.0
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","ELA",459,456,99.3,456,77,16.9,120,26.3,180,39.5,79,17.3,259,56.8
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Math",460,457,99.3,457,106,23.2,155,33.9,100,21.9,96,21.0,196,42.9
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","ELA",163,162,99.4,162,58,35.8,40,24.7,35,21.6,29,17.9,64,39.5
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Math",165,163,98.8,163,60,36.8,49,30.1,32,19.6,22,13.5,54,33.1
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","ELA",124,121,97.6,121,19,15.7,23,19.0,43,35.5,36,29.8,79,65.3
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Math",124,121,97.6,120,10,8.3,34,28.3,49,40.8,27,22.5,76,63.3
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","ELA",171,169,98.8,168,47,28.0,40,23.8,49,29.2,32,19.0,81,48.2
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Math",171,169,98.8,169,66,39.1,51,30.2,39,23.1,13,7.7,52,30.8
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","ELA",116,114,98.3,114,41,36.0,23,20.2,36,31.6,14,12.3,50,43.9
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Math",116,116,100.0,116,31,26.7,47,40.5,26,22.4,12,10.3,38,32.8
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","ELA",195,192,98.5,192,23,12.0,27,14.1,74,38.5,68,35.4,142,74.0
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Math",195,195,100.0,195,31,15.9,50,25.6,67,34.4,47,24.1,114,58.5
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","ELA",124,123,99.2,123,19,15.4,27,22.0,41,33.3,36,29.3,77,62.6
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Math",125,125,100.0,125,12,9.6,46,36.8,41,32.8,26,20.8,67,53.6
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","ELA",244,103,42.2,103,32,31.1,31,30.1,30,29.1,10,9.7,40,38.8
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Math",245,98,40.0,98,57,58.2,25,25.5,"*","*","*","*",16,16.3
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","ELA",141,136,96.5,136,11,8.1,27,19.9,47,34.6,51,37.5,98,72.1
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Math",141,139,98.6,139,30,21.6,43,30.9,47,33.8,19,13.7,66,47.5
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","ELA",472,463,98.1,463,138,29.8,137,29.6,146,31.5,42,9.1,188,40.6
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Math",472,469,99.4,469,188,40.1,165,35.2,79,16.8,37,7.9,116,24.7
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","ELA",523,520,99.4,520,22,4.2,76,14.6,205,39.4,217,41.7,422,81.2
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Math",523,520,99.4,520,63,12.1,166,31.9,152,29.2,139,26.7,291,56.0
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","ELA",133,131,98.5,131,22,16.8,15,11.5,39,29.8,55,42.0,94,71.8
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Math",133,131,98.5,131,23,17.6,29,22.1,39,29.8,40,30.5,79,60.3
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","ELA",133,132,99.2,132,8,6.1,12,9.1,36,27.3,76,57.6,112,84.8
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Math",133,133,100.0,133,6,4.5,23,17.3,48,36.1,56,42.1,104,78.2
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","ELA",558,555,99.5,555,23,4.1,76,13.7,259,46.7,197,35.5,456,82.2
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Math",558,554,99.3,554,47,8.5,145,26.2,167,30.1,195,35.2,362,65.3
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","ELA",239,239,100.0,239,17,7.1,40,16.7,89,37.2,93,38.9,182,76.2
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Math",239,239,100.0,239,47,19.7,53,22.2,69,28.9,70,29.3,139,58.2
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","ELA",139,139,100.0,139,9,6.5,15,10.8,27,19.4,88,63.3,115,82.7
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Math",139,139,100.0,139,"*","*","*","*",50,36.0,63,45.3,113,81.3
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","ELA",137,137,100.0,137,14,10.2,17,12.4,39,28.5,67,48.9,106,77.4
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Math",137,137,100.0,137,11,8.0,28,20.4,37,27.0,61,44.5,98,71.5
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","ELA",260,257,98.8,257,43,16.7,41,16.0,80,31.1,93,36.2,173,67.3
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Math",260,258,99.2,258,39,15.1,77,29.8,86,33.3,56,21.7,142,55.0
"Hamden School District","=""0620011""","Church Street School","=""0620211""","ELA",162,160,98.8,160,66,41.3,60,37.5,25,15.6,9,5.6,34,21.3
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Math",162,162,100.0,162,93,57.4,44,27.2,"*","*","*","*",25,15.4
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","ELA",160,157,98.1,156,38,24.4,39,25.0,42,26.9,37,23.7,79,50.6
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Math",159,158,99.4,158,63,39.9,45,28.5,26,16.5,24,15.2,50,31.6
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","ELA",27,6,22.2,6,"*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden Collaborative Learning Center","=""0620511""","Math",29,6,20.7,"*","*","*","*","*","*","*","*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","ELA",409,343,83.9,343,55,16.0,98,28.6,117,34.1,73,21.3,190,55.4
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Math",409,356,87.0,355,163,45.9,105,29.6,70,19.7,17,4.8,87,24.5
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","ELA",794,770,97.0,770,184,23.9,201,26.1,271,35.2,114,14.8,385,50.0
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Math",794,770,97.0,769,340,44.2,208,27.0,129,16.8,92,12.0,221,28.7
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","ELA",175,172,98.3,172,45,26.2,54,31.4,46,26.7,27,15.7,73,42.4
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Math",175,175,100.0,175,67,38.3,67,38.3,28,16.0,13,7.4,41,23.4
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","ELA",168,165,98.2,164,41,25.0,40,24.4,50,30.5,33,20.1,83,50.6
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Math",168,165,98.2,164,58,35.4,47,28.7,41,25.0,18,11.0,59,36.0
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","ELA",183,171,93.4,171,51,29.8,45,26.3,43,25.1,32,18.7,75,43.9
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Math",183,172,94.0,172,51,29.7,53,30.8,41,23.8,27,15.7,68,39.5
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","ELA",234,229,97.9,229,36,15.7,35,15.3,61,26.6,97,42.4,158,69.0
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Math",234,229,97.9,229,42,18.3,57,24.9,55,24.0,75,32.8,130,56.8
"Hamden School District","=""0620011""","West Woods School","=""0621411""","ELA",256,254,99.2,254,20,7.9,43,16.9,92,36.2,99,39.0,191,75.2
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Math",256,255,99.6,255,39,15.3,60,23.5,86,33.7,70,27.5,156,61.2
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","ELA",47,44,93.6,44,10,22.7,6,13.6,15,34.1,13,29.5,28,63.6
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Math",47,43,91.5,43,11,25.6,13,30.2,9,20.9,10,23.3,19,44.2
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","ELA",357,340,95.2,338,213,63.0,82,24.3,37,10.9,6,1.8,43,12.7
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Math",355,343,96.6,343,263,76.7,68,19.8,"*","*","*","*",12,3.5
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Clark School","=""0644511""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Autism Program - Fred D. Wish Museum School","=""0644211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","ELA",274,268,97.8,268,175,65.3,60,22.4,"*","*","*","*",33,12.3
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Math",274,272,99.3,272,198,72.8,62,22.8,"*","*","*","*",12,4.4
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","ELA",128,128,100.0,128,50,39.1,39,30.5,32,25.0,7,5.5,39,30.5
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Math",128,128,100.0,128,67,52.3,47,36.7,"*","*","*","*",14,10.9
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","ELA",198,198,100.0,198,58,29.3,52,26.3,58,29.3,30,15.2,88,44.4
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Math",198,198,100.0,198,67,33.8,76,38.4,35,17.7,20,10.1,55,27.8
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","ELA",176,125,71.0,116,54,46.6,36,31.0,"*","*","*","*",26,22.4
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Math",175,100,57.1,99,92,92.9,"*","*","*","*",0,0.0,"*","*"
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","ELA",342,322,94.2,319,240,75.2,64,20.1,"*","*","*","*",15,4.7
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Math",341,332,97.4,329,288,87.5,38,11.6,"*","*","*","*","*","*"
"Hartford School District","=""0640011""","Burr School","=""0642311""","ELA",424,397,93.6,396,212,53.5,126,31.8,48,12.1,10,2.5,58,14.6
"Hartford School District","=""0640011""","Burr School","=""0642311""","Math",426,419,98.4,419,300,71.6,91,21.7,"*","*","*","*",28,6.7
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","ELA",26,26,100.0,26,"*","*",10,38.5,9,34.6,"*","*","*","*"
"Hartford School District","=""0640011""","Capital Community College Magnet Academy","=""0643911""","Math",26,26,100.0,26,17,65.4,"*","*","*","*",0,0.0,"*","*"
