district,school,language,total_enrollment,els,school_code,check_sch_col,check_dist_col
Bethel School District,Bethel High School,Khmer(Cambodian),<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Arabic,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Bengali,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Gujarati,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Hindi,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Japanese,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Punjabi,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Russian,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Serbo-Croatian,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Telugu,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Thai,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Urdu,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Vietnamese,<=5,<=5,0096111,Bethel High School,Bethel School District
Bethel School District,Bethel High School,Cantonese,<=5,<=5,0096111,Bethel High School,Bethel School District
Bloomfield School District,Metacomet School,Spanish,<=5,<=5,0110511,Metacomet School,Bloomfield School District
Bloomfield School District,Metacomet School,Portuguese,<=5,<=5,0110511,Metacomet School,Bloomfield School District
Bloomfield School District,Metacomet School,Albanian,<=5,<=5,0110511,Metacomet School,Bloomfield School District
Bloomfield School District,Metacomet School,Arabic,<=5,<=5,0110511,Metacomet School,Bloomfield School District
Bloomfield School District,Metacomet School,Twi/Fante,<=5,<=5,0110511,Metacomet School,Bloomfield School District
Bloomfield School District,Metacomet School,Urdu,<=5,<=5,0110511,Metacomet School,Bloomfield School District
Bloomfield School District,Metacomet School,Samoan,<=5,<=5,0110511,Metacomet School,Bloomfield School District
Bloomfield School District,Metacomet School,Ewe,<=5,<=5,0110511,Metacomet School,Bloomfield School District
Bloomfield School District,Metacomet School,Patois,<=5,<=5,0110511,Metacomet School,Bloomfield School District
Bloomfield School District,Laurel Elementary School,Spanish,6,6,,,
Bloomfield School District,Laurel Elementary School,Albanian,<=5,<=5,,,
Bloomfield School District,Laurel Elementary School,Hausa,<=5,<=5,,,
Bloomfield School District,Laurel Elementary School,Tamil,<=5,<=5,,,
Bloomfield School District,Laurel Elementary School,Twi/Fante,<=5,<=5,,,
Bloomfield School District,Laurel Elementary School,Yoruba,<=5,<=5,,,
Bloomfield School District,Carmen Arace Intermediate School,Spanish,<=5,<=5,0110711,Carmen Arace Intermediate School,Bloomfield School District
Bloomfield School District,Carmen Arace Intermediate School,Bengali,<=5,<=5,0110711,Carmen Arace Intermediate School,Bloomfield School District
Bloomfield School District,Carmen Arace Intermediate School,French,<=5,<=5,0110711,Carmen Arace Intermediate School,Bloomfield School District
Bloomfield School District,Carmen Arace Intermediate School,Creole-Haitian,<=5,<=5,0110711,Carmen Arace Intermediate School,Bloomfield School District
Bloomfield School District,Carmen Arace Intermediate School,Patois,<=5,<=5,0110711,Carmen Arace Intermediate School,Bloomfield School District
Bloomfield School District,Wintonbury Early Childhood Magnet School,Spanish,7,<=5,0110811,Wintonbury Early Childhood Magnet School,Bloomfield School District
Bloomfield School District,Wintonbury Early Childhood Magnet School,Arabic,<=5,<=5,0110811,Wintonbury Early Childhood Magnet School,Bloomfield School District
Bloomfield School District,Wintonbury Early Childhood Magnet School,Tamil,<=5,<=5,0110811,Wintonbury Early Childhood Magnet School,Bloomfield School District
Bloomfield School District,Wintonbury Early Childhood Magnet School,Telugu,<=5,<=5,0110811,Wintonbury Early Childhood Magnet School,Bloomfield School District
Bloomfield School District,Carmen Arace Middle School,Spanish,8,<=5,0115211,Carmen Arace Middle School,Bloomfield School District
Bloomfield School District,Carmen Arace Middle School,Patois,<=5,<=5,0115211,Carmen Arace Middle School,Bloomfield School District
Bloomfield School District,Bloomfield High School,Spanish,<=5,<=5,0116111,Bloomfield High School,Bloomfield School District
Bloomfield School District,Bloomfield High School,French,<=5,<=5,0116111,Bloomfield High School,Bloomfield School District
Bloomfield School District,Bloomfield High School,Mandarin,<=5,<=5,0116111,Bloomfield High School,Bloomfield School District
Bloomfield School District,Bloomfield High School,Patois,<=5,<=5,0116111,Bloomfield High School,Bloomfield School District
Bloomfield School District,Global Experience Magnet School,Spanish,<=5,<=5,0116311,Global Experience Magnet School,Bloomfield School District
Bloomfield School District,Global Experience Magnet School,Cantonese,<=5,<=5,0116311,Global Experience Magnet School,Bloomfield School District
Bolton School District,Bolton Center School,Spanish,<=5,<=5,0120111,Bolton Center School,Bolton School District
Bolton School District,Bolton Center School,Polish,<=5,<=5,0120111,Bolton Center School,Bolton School District
Bolton School District,Bolton Center School,Bulgarian,<=5,<=5,0120111,Bolton Center School,Bolton School District
Bolton School District,Bolton Center School,Gujarati,<=5,<=5,0120111,Bolton Center School,Bolton School District
Bolton School District,Bolton Center School,Korean,<=5,<=5,0120111,Bolton Center School,Bolton School District
Bolton School District,Bolton Center School,Ukrainian,<=5,<=5,0120111,Bolton Center School,Bolton School District
Bolton School District,Bolton Center School,Tibetan,<=5,<=5,0120111,Bolton Center School,Bolton School District
Bolton School District,Bolton High School,Spanish,<=5,<=5,0126111,Bolton High School,Bolton School District
Bozrah School District,Fields Memorial School,Spanish,<=5,<=5,0130111,Fields Memorial School,Bozrah School District
Bozrah School District,Fields Memorial School,Armenian,<=5,<=5,0130111,Fields Memorial School,Bozrah School District
Branford School District,Mary T. Murphy School,Spanish,8,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Portuguese,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Italian,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Polish,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Arabic,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Bengali,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Ganda,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Gujarati,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Hindi,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Japanese,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Kannada,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Korean,6,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Marathi,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Punjabi,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Russian,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Serbo-Croatian,6,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Sindhi,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Thai,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Turkish,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Urdu,7,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Vietnamese,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Nepali,9,6,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary T. Murphy School,Mandarin,<=5,<=5,0141411,Mary T. Murphy School,Branford School District
Branford School District,Mary R. Tisko School,Spanish,11,7,0141511,Mary R. Tisko School,Branford School District
Branford School District,Mary R. Tisko School,Albanian,<=5,<=5,0141511,Mary R. Tisko School,Branford School District
Branford School District,Mary R. Tisko School,Arabic,<=5,<=5,0141511,Mary R. Tisko School,Branford School District
Branford School District,Mary R. Tisko School,Russian,<=5,<=5,0141511,Mary R. Tisko School,Branford School District
Branford School District,Mary R. Tisko School,Serbo-Croatian,<=5,<=5,0141511,Mary R. Tisko School,Branford School District
Branford School District,Mary R. Tisko School,Tamil,<=5,<=5,0141511,Mary R. Tisko School,Branford School District
Branford School District,Mary R. Tisko School,Thai,<=5,<=5,0141511,Mary R. Tisko School,Branford School District
Branford School District,Mary R. Tisko School,Turkish,<=5,<=5,0141511,Mary R. Tisko School,Branford School District
Branford School District,Mary R. Tisko School,Vietnamese,<=5,<=5,0141511,Mary R. Tisko School,Branford School District
Branford School District,Mary R. Tisko School,Mandarin,<=5,<=5,0141511,Mary R. Tisko School,Branford School District
Branford School District,John B. Sliney School,Spanish,23,14,0141611,John B. Sliney School,Branford School District
Branford School District,John B. Sliney School,Italian,<=5,<=5,0141611,John B. Sliney School,Branford School District
Branford School District,John B. Sliney School,Korean,<=5,<=5,0141611,John B. Sliney School,Branford School District
Branford School District,John B. Sliney School,Punjabi,<=5,<=5,0141611,John B. Sliney School,Branford School District
Branford School District,John B. Sliney School,Russian,<=5,<=5,0141611,John B. Sliney School,Branford School District
Branford School District,John B. Sliney School,Turkish,<=5,<=5,0141611,John B. Sliney School,Branford School District
Branford School District,John B. Sliney School,Vietnamese,<=5,<=5,0141611,John B. Sliney School,Branford School District
Branford School District,John B. Sliney School,Mandarin,<=5,<=5,0141611,John B. Sliney School,Branford School District
Branford School District,Francis Walsh Intermediate School,Spanish,23,7,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,Portuguese,<=5,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,Italian,<=5,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,Polish,<=5,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,Arabic,7,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,Bengali,<=5,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,French,<=5,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,German,<=5,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,Gujarati,<=5,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,Korean,<=5,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,Punjabi,<=5,<=5,0145111,Francis Walsh Intermediate School,Branford School District
Branford School District,Francis Walsh Intermediate School,Serbo-Croatian,6,<=5,0145111,Francis Walsh Intermediate School,Branford School District
