district,type,2010_11,2011_12,2012_13,2013_14,2014_15,district_code,check_dist_col,school_code
Westbrook School District,Transportation,436269.0,616803.0,642538.0,719624.0,594742.0,1540011,Westbrook School District,1540011
Westbrook School District,Students Tuitioned Out,258746.0,404397.0,504098.0,707219.0,492523.0,1540011,Westbrook School District,1540011
Westbrook School District,Other,402976.0,403423.0,471539.0,572091.0,528882.0,1540011,Westbrook School District,1540011
Westbrook School District,Total Expenditures,14635820.0,14912690.0,15929357.0,16790711.0,16667978.0,1540011,Westbrook School District,1540011
Weston School District,Instructional Staff and Services,25697664.0,26436642.0,25952461.0,25653138.0,27642779.0,1570011,Weston School District,1570011
Weston School District,Instructional Supplies and Equipment,360301.0,429756.0,372340.0,425920.0,462753.0,1570011,Weston School District,1570011
Weston School District,Instruction and Educational Media Services,3634648.0,3602942.0,3881854.0,3849451.0,3349762.0,1570011,Weston School District,1570011
Weston School District,Student Support Services,2793214.0,3001732.0,3286124.0,3378221.0,3179952.0,1570011,Weston School District,1570011
Weston School District,Administration and Support Services,3695533.0,3653336.0,3768093.0,3761979.0,3879523.0,1570011,Weston School District,1570011
Weston School District,Plant Operation and Maintenance,5860693.0,5292124.0,5790180.0,6207412.0,5789512.0,1570011,Weston School District,1570011
Weston School District,Transportation,1786839.0,1750237.0,1700269.0,1752160.0,1765402.0,1570011,Weston School District,1570011
Weston School District,Students Tuitioned Out,1567725.0,1290835.0,1279746.0,1913969.0,2198357.0,1570011,Weston School District,1570011
Weston School District,Other,990547.0,1100353.0,1218227.0,1262135.0,1012305.0,1570011,Weston School District,1570011
Weston School District,Total Expenditures,46387164.0,46557957.0,47249294.0,48204385.0,49280345.0,1570011,Weston School District,1570011
Westport School District,Instructional Staff and Services,57532719.0,59751667.0,63279771.0,64273126.0,65667758.0,1580011,Westport School District,1580011
Westport School District,Instructional Supplies and Equipment,2617524.0,2819538.0,2830170.0,3455662.0,3670181.0,1580011,Westport School District,1580011
Westport School District,Instruction and Educational Media Services,4056765.0,3213548.0,3536931.0,3104572.0,3068704.0,1580011,Westport School District,1580011
Westport School District,Student Support Services,7493721.0,8379975.0,8797362.0,9774989.0,10239004.0,1580011,Westport School District,1580011
Westport School District,Administration and Support Services,10192085.0,10701604.0,10603718.0,10582318.0,11307290.0,1580011,Westport School District,1580011
Westport School District,Plant Operation and Maintenance,12496686.0,10331589.0,10434260.0,11656010.0,13345705.0,1580011,Westport School District,1580011
Westport School District,Transportation,4092611.0,4248033.0,4395969.0,4568048.0,4887355.0,1580011,Westport School District,1580011
Westport School District,Students Tuitioned Out,3344323.0,3293057.0,2851493.0,2826905.0,2751641.0,1580011,Westport School District,1580011
Westport School District,Other,1458531.0,1518737.0,1425276.0,1642045.0,1695931.0,1580011,Westport School District,1580011
Westport School District,Total Expenditures,103284965.0,104257748.0,108154950.0,111883675.0,116633569.0,1580011,Westport School District,1580011
Wethersfield School District,Instructional Staff and Services,31120554.0,30558862.0,26757024.0,28396328.0,32889332.0,1590011,Wethersfield School District,1590011
Wethersfield School District,Instructional Supplies and Equipment,691460.0,2183419.0,1500515.0,1525494.0,2024104.0,1590011,Wethersfield School District,1590011
Wethersfield School District,Instruction and Educational Media Services,1038099.0,1045755.0,1086837.0,1350610.0,1027751.0,1590011,Wethersfield School District,1590011
Wethersfield School District,Student Support Services,3174815.0,3193809.0,8654610.0,7927515.0,3679280.0,1590011,Wethersfield School District,1590011
Wethersfield School District,Administration and Support Services,4377017.0,4545201.0,4171637.0,4354067.0,4890584.0,1590011,Wethersfield School District,1590011
Wethersfield School District,Plant Operation and Maintenance,6607983.0,4680597.0,4936518.0,4859583.0,5847433.0,1590011,Wethersfield School District,1590011
Wethersfield School District,Transportation,2388184.0,2706301.0,2580063.0,2929095.0,2892412.0,1590011,Wethersfield School District,1590011
Wethersfield School District,Students Tuitioned Out,3640472.0,3694303.0,4307048.0,4667930.0,5319822.0,1590011,Wethersfield School District,1590011
Wethersfield School District,Other,640657.0,650936.0,647360.0,692972.0,542881.0,1590011,Wethersfield School District,1590011
Wethersfield School District,Total Expenditures,53679241.0,53259183.0,54641612.0,56703594.0,59113599.0,1590011,Wethersfield School District,1590011
Willington School District,Instructional Staff and Services,4882849.0,4778034.0,4923212.0,5024140.0,4852821.0,1600011,Willington School District,1600011
Willington School District,Instructional Supplies and Equipment,108881.0,219586.0,231981.0,183670.0,125787.0,1600011,Willington School District,1600011
Willington School District,Instruction and Educational Media Services,249116.0,253097.0,272699.0,302844.0,283489.0,1600011,Willington School District,1600011
Willington School District,Student Support Services,429047.0,444438.0,432335.0,448941.0,461182.0,1600011,Willington School District,1600011
Willington School District,Administration and Support Services,1021125.0,999825.0,999746.0,1026230.0,1084529.0,1600011,Willington School District,1600011
Willington School District,Plant Operation and Maintenance,639880.0,658273.0,710449.0,765128.0,786665.0,1600011,Willington School District,1600011
Willington School District,Transportation,452861.0,489675.0,512708.0,558310.0,528941.0,1600011,Willington School District,1600011
Willington School District,Students Tuitioned Out,307134.0,231394.0,67276.0,131134.0,192721.0,1600011,Willington School District,1600011
Willington School District,Other,0.0,0.0,1200.0,1200.0,1200.0,1600011,Willington School District,1600011
Willington School District,Total Expenditures,8090893.0,8074322.0,8151606.0,8441597.0,8317335.0,1600011,Willington School District,1600011
Wilton School District,Instructional Staff and Services,41844713.0,44028740.0,44909648.0,45566873.0,47257696.0,1610011,Wilton School District,1610011
Wilton School District,Instructional Supplies and Equipment,906349.0,1177603.0,891306.0,864008.0,925049.0,1610011,Wilton School District,1610011
Wilton School District,Instruction and Educational Media Services,2967316.0,3155167.0,3098622.0,2944129.0,3087637.0,1610011,Wilton School District,1610011
Wilton School District,Student Support Services,6293711.0,6892368.0,7053150.0,7475190.0,8206854.0,1610011,Wilton School District,1610011
Wilton School District,Administration and Support Services,6874041.0,7271491.0,7633679.0,8072913.0,8278863.0,1610011,Wilton School District,1610011
Wilton School District,Plant Operation and Maintenance,6511679.0,6285124.0,6641566.0,6797132.0,6602153.0,1610011,Wilton School District,1610011
Wilton School District,Transportation,3370829.0,3711290.0,3446606.0,3521011.0,3879760.0,1610011,Wilton School District,1610011
Wilton School District,Students Tuitioned Out,2200688.0,2201604.0,2482078.0,3616982.0,3989650.0,1610011,Wilton School District,1610011
Wilton School District,Other,0.0,0.0,0.0,0.0,0.0,1610011,Wilton School District,1610011
Wilton School District,Total Expenditures,70969326.0,74723387.0,76156655.0,78858238.0,82227662.0,1610011,Wilton School District,1610011
Winchester School District,Instructional Staff and Services,7632187.0,6687865.0,8190005.0,,,1620011,Winchester School District,1620011
Winchester School District,Instructional Supplies and Equipment,17583.0,55955.0,35834.0,,,1620011,Winchester School District,1620011
Winchester School District,Instruction and Educational Media Services,157969.0,238685.0,167962.0,,,1620011,Winchester School District,1620011
Winchester School District,Student Support Services,1456919.0,1424145.0,1323724.0,,,1620011,Winchester School District,1620011
Winchester School District,Administration and Support Services,1403184.0,1660833.0,1465940.0,,,1620011,Winchester School District,1620011
Winchester School District,Plant Operation and Maintenance,1070132.0,1021503.0,693223.0,,,1620011,Winchester School District,1620011
Winchester School District,Transportation,946857.0,1300534.0,1360287.0,,,1620011,Winchester School District,1620011
Winchester School District,Students Tuitioned Out,2083557.0,758046.0,931788.0,,,1620011,Winchester School District,1620011
Winchester School District,Other,3228.0,0.0,0.0,,,1620011,Winchester School District,1620011
Winchester School District,Total Expenditures,14771616.0,13147566.0,14168763.0,,,1620011,Winchester School District,1620011
Windham School District,Instructional Staff and Services,32348498.0,31245778.0,31079906.0,31965061.0,32500419.0,1630011,Windham School District,1630011
Windham School District,Instructional Supplies and Equipment,818166.0,1459058.0,932588.0,1584758.0,1406983.0,1630011,Windham School District,1630011
Windham School District,Instruction and Educational Media Services,837658.0,1333429.0,611898.0,1533164.0,1394504.0,1630011,Windham School District,1630011
Windham School District,Student Support Services,3180866.0,3308973.0,2988082.0,4439202.0,5123755.0,1630011,Windham School District,1630011
Windham School District,Administration and Support Services,3181476.0,5032496.0,5642789.0,6166932.0,5959574.0,1630011,Windham School District,1630011
Windham School District,Plant Operation and Maintenance,4273509.0,4203825.0,4018307.0,4416660.0,6892430.0,1630011,Windham School District,1630011
Windham School District,Transportation,2967833.0,2889107.0,2809743.0,2952779.0,3518275.0,1630011,Windham School District,1630011
Windham School District,Students Tuitioned Out,4375860.0,4675716.0,4796552.0,4254773.0,4904268.0,1630011,Windham School District,1630011
Windham School District,Other,553508.0,592038.0,594724.0,74153.0,87169.0,1630011,Windham School District,1630011
Windham School District,Total Expenditures,52537374.0,54740420.0,53474589.0,57387482.0,61787377.0,1630011,Windham School District,1630011
Windsor Locks School District,Instructional Staff and Services,16858719.0,16462449.0,17101157.0,17530171.0,18338580.0,1650011,Windsor Locks School District,1650011
Windsor Locks School District,Instructional Supplies and Equipment,457521.0,437120.0,469846.0,1170057.0,1183938.0,1650011,Windsor Locks School District,1650011
Windsor Locks School District,Instruction and Educational Media Services,1020308.0,1170707.0,1128058.0,1405955.0,1349529.0,1650011,Windsor Locks School District,1650011
Windsor Locks School District,Student Support Services,1753726.0,1623732.0,1669187.0,1605162.0,1880688.0,1650011,Windsor Locks School District,1650011
Windsor Locks School District,Administration and Support Services,2794802.0,2691623.0,2847964.0,3165785.0,3371724.0,1650011,Windsor Locks School District,1650011
Windsor Locks School District,Plant Operation and Maintenance,3543934.0,3258230.0,4366725.0,4003495.0,3641600.0,1650011,Windsor Locks School District,1650011
Windsor Locks School District,Transportation,1179663.0,1309599.0,1315193.0,1344345.0,1291234.0,1650011,Windsor Locks School District,1650011
Windsor Locks School District,Students Tuitioned Out,1565265.0,1978849.0,1973881.0,1788276.0,1355562.0,1650011,Windsor Locks School District,1650011
Windsor Locks School District,Other,449786.0,431031.0,467428.0,512388.0,522416.0,1650011,Windsor Locks School District,1650011
Windsor Locks School District,Total Expenditures,29623724.0,29363340.0,31339439.0,32525634.0,32935271.0,1650011,Windsor Locks School District,1650011
Windsor School District,Instructional Staff and Services,33037947.0,34250233.0,33666895.0,40404112.0,36244231.0,1640011,Windsor School District,1640011
Windsor School District,Instructional Supplies and Equipment,1261806.0,1330209.0,1006870.0,1741200.0,984632.0,1640011,Windsor School District,1640011
