2007_08,2008_09,2009_10,2010_11,2011_12,2012_13,2013_14,2014_15,2015_16,2016_17,district,district_code,school,school_code,total,year
,,1545,,,,,,,,Bridgeport School District,0150011,Harding High School,0156311,1545,2009-10
,,432,,,,,,,,Bridgeport School District,0150011,High Horizons Magnet School,0154511,432,2009-10
,,461,,,,,,,,Bridgeport School District,0150011,Hooker School,0151311,461,2009-10
,,620,,,,,,,,Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,620,2009-10
,,422,,,,,,,,Bridgeport School District,0150011,Longfellow School,0151911,422,2009-10
,,867,,,,,,,,Bridgeport School District,0150011,Luis Munoz Marin School,0151011,867,2009-10
,,562,,,,,,,,Bridgeport School District,0150011,Madison School,0152011,562,2009-10
,,54,,,,,,,,Bridgeport School District,0150011,Make The Grade,0159511,54,2009-10
,,451,,,,,,,,Bridgeport School District,0150011,Multicultural Magnet School,0154611,451,2009-10
,,46,,,,,,,,Bridgeport School District,0150011,New Start Program,0159411,46,2009-10
,,*,,,,,,,,Bridgeport School District,0150011,Parent-Children Program,0158011,*,2009-10
,,17,,,,,,,,Bridgeport School District,0150011,Park City Academy,0159211,17,2009-10
,,512,,,,,,,,Bridgeport School District,0150011,Park City Magnet School,0151711,512,2009-10
,,863,,,,,,,,Bridgeport School District,0150011,Read School,0152511,863,2009-10
,,526,,,,,,,,Bridgeport School District,0150011,Roosevelt School,0152611,526,2009-10
,,243,,,,,,,,Bridgeport School District,0150011,Skane Center,0154411,243,2009-10
,,28,,,,,,,,Bridgeport School District,0150011,The University School,0159111,28,2009-10
,,522,,,,,,,,Bridgeport School District,0150011,Waltersville School,0153011,522,2009-10
,,724,,,,,,,,Bridgeport School District,0150011,Winthrop School,0153611,724,2009-10
,,19,,,,,,,,Bristol School District,0170011,Alternative Special Education Program (ASEP),0179011,19,2009-10
,,1364,,,,,,,,Bristol School District,0170011,Bristol Central High School,0176111,1364,2009-10
,,1305,,,,,,,,Bristol School District,0170011,Bristol Eastern High School,0176211,1305,2009-10
,,910,,,,,,,,Bristol School District,0170011,Chippens Hill Middle School,0175111,910,2009-10
,,375,,,,,,,,Bristol School District,0170011,Clara T. O'Connell School,0170711,375,2009-10
,,236,,,,,,,,Bristol School District,0170011,Clarence A. Bingham School,0170111,236,2009-10
,,13,,,,,,,,Bristol School District,0170011,Community/Vocational Program,0179211,13,2009-10
,,355,,,,,,,,Bristol School District,0170011,Edgewood School,0170311,355,2009-10
,,511,,,,,,,,Bristol School District,0170011,Ellen P. Hubbell School,0171411,511,2009-10
,,362,,,,,,,,Bristol School District,0170011,Greene-Hills School,0170511,362,2009-10
,,359,,,,,,,,Bristol School District,0170011,Ivy Drive School,0171911,359,2009-10
,,341,,,,,,,,Bristol School District,0170011,John J. Jennings School,0170611,341,2009-10
,,544,,,,,,,,Bristol School District,0170011,Memorial Boulevard Middle School,0175311,544,2009-10
,,367,,,,,,,,Bristol School District,0170011,Mountain View School,0171711,367,2009-10
,,585,,,,,,,,Bristol School District,0170011,Northeast Middle School,0175211,585,2009-10
,,566,,,,,,,,Bristol School District,0170011,South Side School,0171111,566,2009-10
,,480,,,,,,,,Bristol School District,0170011,Stafford School,0171211,480,2009-10
,,1016,,,,,,,,Brookfield School District,0180011,Brookfield High School,0186111,1016,2009-10
,,419,,,,,,,,Brookfield School District,0180011,Center Elementary School,0180311,419,2009-10
,,546,,,,,,,,Brookfield School District,0180011,Huckleberry Hill Elementary School,0180411,546,2009-10
,,917,,,,,,,,Brookfield School District,0180011,Whisconier Middle School,0185311,917,2009-10
,,576,,,,,,,,Brooklyn School District,0190011,Brooklyn Elementary School,0190111,576,2009-10
,,386,,,,,,,,Brooklyn School District,0190011,Brooklyn Middle School,0195111,386,2009-10
,,95,,,,,,,,Canaan School District,0210011,Lee H. Kellogg School,0210111,95,2009-10
,,329,,,,,,,,Canterbury School District,0220011,Canterbury Elementary School,0220211,329,2009-10
,,222,,,,,,,,Canterbury School District,0220011,Dr. Helen Baldwin Middle School,0225111,222,2009-10
,,514,,,,,,,,Canton School District,0230011,Canton High School,0236111,514,2009-10
,,388,,,,,,,,Canton School District,0230011,Canton Intermediate School,0230311,388,2009-10
,,291,,,,,,,,Canton School District,0230011,Canton Middle School,0235111,291,2009-10
,,569,,,,,,,,Canton School District,0230011,Cherry Brook Primary School,0230211,569,2009-10
,,168,,,,,,,,Capitol Region Education Council,2410014,Academy of Aerospace and Engineering,2415114,168,2009-10
,,25,,,,,,,,Capitol Region Education Council,2410014,Farmington Valley Regional Diagnostic Center,2419214,25,2009-10
,,261,,,,,,,,Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,261,2009-10
,,234,,,,,,,,Capitol Region Education Council,2410014,Great Path Academy at MCC,2416314,234,2009-10
,,274,,,,,,,,Capitol Region Education Council,2410014,Greater Hartford Academy of  the Arts High School - Full Time,2416414,274,2009-10
,,9,,,,,,,,Capitol Region Education Council,2410014,Integrated Program Models,2419414,9,2009-10
,,182,,,,,,,,Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,182,2009-10
,,53,,,,,,,,Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,53,2009-10
,,*,,,,,,,,Capitol Region Education Council,2410014,Lincoln Academy Regional Interdistrict Collaborative,2419614,*,2009-10
,,713,,,,,,,,Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,713,2009-10
,,336,,,,,,,,Capitol Region Education Council,2410014,Montessori Magnet School,2413114,336,2009-10
,,216,,,,,,,,Capitol Region Education Council,2410014,Public Safety Academy,2415214,216,2009-10
,,171,,,,,,,,Capitol Region Education Council,2410014,Reggio Magnet School of the Arts,2410314,171,2009-10
,,52,,,,,,,,Capitol Region Education Council,2410014,River Street Early Learning Center (Site 2),2419514,52,2009-10
,,152,,,,,,,,Capitol Region Education Council,2410014,River Street School,2419314,152,2009-10
,,89,,,,,,,,Capitol Region Education Council,2410014,Soundbridge,2419114,89,2009-10
,,592,,,,,,,,Capitol Region Education Council,2410014,Two Rivers Magnet Middle School,2415014,592,2009-10
,,418,,,,,,,,Capitol Region Education Council,2410014,University of Hartford Magnet School,2410214,418,2009-10
,,173,,,,,,,,Chaplin School District,0240011,Chaplin Elementary School,0240211,173,2009-10
,,185,,,,,,,,Charter School for Young Children on Asylum Hill District,2870013,Charter School for Young Children on Asylum Hill  Inc.,2870113,185,2009-10
,,325,,,,,,,,Cheshire School District,0250011,Chapman School,0250111,325,2009-10
,,1549,,,,,,,,Cheshire School District,0250011,Cheshire High School,0256111,1549,2009-10
,,395,,,,,,,,Cheshire School District,0250011,Darcey School,0250211,395,2009-10
,,815,,,,,,,,Cheshire School District,0250011,Dodd Middle School,0255111,815,2009-10
,,516,,,,,,,,Cheshire School District,0250011,Doolittle School,0250611,516,2009-10
,,840,,,,,,,,Cheshire School District,0250011,Highland School,0250411,840,2009-10
,,17,,,,,,,,Cheshire School District,0250011,Humiston School,0259011,17,2009-10
,,492,,,,,,,,Cheshire School District,0250011,Norton School,0250511,492,2009-10
,,299,,,,,,,,Chester School District,0260011,Chester Elementary School,0260111,299,2009-10
,,300,,,,,,,,Clinton School District,0270011,Abraham Pierson School,0270111,300,2009-10
,,495,,,,,,,,Clinton School District,0270011,Jared Eliot School,0275111,495,2009-10
,,671,,,,,,,,Clinton School District,0270011,Lewin G. Joel Jr. School,0270311,671,2009-10
,,558,,,,,,,,Clinton School District,0270011,The Morgan School,0276111,558,2009-10
,,1003,,,,,,,,Colchester School District,0280011,Bacon Academy,0286111,1003,2009-10
,,734,,,,,,,,Colchester School District,0280011,Colchester Elementary School,0280411,734,2009-10
,,706,,,,,,,,Colchester School District,0280011,Jack Jackter Intermediate School,0280211,706,2009-10
,,761,,,,,,,,Colchester School District,0280011,William J. Johnston Middle School,0285111,761,2009-10
,,119,,,,,,,,Colebrook School District,0290011,Colebrook Consolidated School,0290111,119,2009-10
,,554,,,,,,,,Columbia School District,0300011,Horace W. Porter School,0300111,554,2009-10
,,160,,,,,,,,Common Ground High School District,2680013,Common Ground High School,2686113,160,2009-10
,,683,,,,,,,,Connecticut Technical High School System,9000016,A. I. Prince Technical High School,9001516,683,2009-10
,,886,,,,,,,,Connecticut Technical High School System,9000016,Bullard-Havens Technical High School,9001116,886,2009-10
,,544,,,,,,,,Connecticut Technical High School System,9000016,E. C. Goodwin Technical High School,9001916,544,2009-10
,,511,,,,,,,,Connecticut Technical High School System,9000016,Eli Whitney Technical High School,9001416,511,2009-10
,,591,,,,,,,,Connecticut Technical High School System,9000016,Ella T. Grasso Southeastern Technical High School,9002716,591,2009-10
,,514,,,,,,,,Connecticut Technical High School System,9000016,Emmett O'Brien Technical High School,9002516,514,2009-10
,,781,,,,,,,,Connecticut Technical High School System,9000016,H. C. Wilcox Technical High School,9001716,781,2009-10
,,566,,,,,,,,Connecticut Technical High School System,9000016,H. H. Ellis Technical High School,9001316,566,2009-10
,,671,,,,,,,,Connecticut Technical High School System,9000016,Henry Abbott Technical High School,9001216,671,2009-10
,,623,,,,,,,,Connecticut Technical High School System,9000016,Howell Cheney Technical High School,9001616,623,2009-10
,,557,,,,,,,,Connecticut Technical High School System,9000016,Norwich Technical High School,9002016,557,2009-10
,,761,,,,,,,,Connecticut Technical High School System,9000016,Oliver Wolcott Technical High School,9002216,761,2009-10
,,880,,,,,,,,Connecticut Technical High School System,9000016,Platt Technical High School,9002616,880,2009-10
,,607,,,,,,,,Connecticut Technical High School System,9000016,Vinal Technical High School,9001816,607,2009-10
,,737,,,,,,,,Connecticut Technical High School System,9000016,W. F. Kaynor Technical High School,9002316,737,2009-10
,,557,,,,,,,,Connecticut Technical High School System,9000016,Windham Technical High School,9002416,557,2009-10
,,76,,,,,,,,Cooperative Educational Services,2430014,Developmental Learning Center (DLC),2439214,76,2009-10
,,58,,,,,,,,Cooperative Educational Services,2430014,Preschool-Primary Learning Center (PLC),2439114,58,2009-10
,,10,,,,,,,,Cooperative Educational Services,2430014,RISE Transitional Program,2439314,10,2009-10
,,53,,,,,,,,Cooperative Educational Services,2430014,School Readiness,2438014,53,2009-10
,,439,,,,,,,,Cooperative Educational Services,2430014,Six-Six Magnet School,2430114,439,2009-10
,,142,,,,,,,,Cooperative Educational Services,2430014,Therapeutic Day Program,2439414,142,2009-10
,,122,,,,,,,,Cornwall School District,0310011,Cornwall Consolidated School,0310111,122,2009-10
,,481,,,,,,,,Coventry School District,0320011,Capt. Nathan Hale School,0325111,481,2009-10
,,11,,,,,,,,Coventry School District,0320011,Coventry Early Intervention Services,0328011,11,2009-10
,,414,,,,,,,,Coventry School District,0320011,Coventry Grammar School,0320211,414,2009-10
,,563,,,,,,,,Coventry School District,0320011,Coventry High School,0326111,563,2009-10
,,440,,,,,,,,Coventry School District,0320011,George Hersey Robertson School,0320411,440,2009-10
,,605,,,,,,,,Cromwell School District,0330011,Cromwell High School,0336111,605,2009-10
,,465,,,,,,,,Cromwell School District,0330011,Cromwell Middle School,0335111,465,2009-10
,,477,,,,,,,,Cromwell School District,0330011,Edna C. Stevens School,0330211,477,2009-10
,,501,,,,,,,,Cromwell School District,0330011,Woodside Intermediate School,0330311,501,2009-10
,,88,,,,,,,,Danbury School District,0340011,Alternative Center For Excellence,0346211,88,2009-10
,,1108,,,,,,,,Danbury School District,0340011,Broadview Middle School,0345111,1108,2009-10
,,2854,,,,,,,,Danbury School District,0340011,Danbury High School,0346111,2854,2009-10
,,395,,,,,,,,Danbury School District,0340011,Ellsworth Avenue School,0341411,395,2009-10
,,307,,,,,,,,Danbury School District,0340011,Great Plain School,0341111,307,2009-10
,,439,,,,,,,,Danbury School District,0340011,Hayestown Avenue School,0340211,439,2009-10
,,307,,,,,,,,Danbury School District,0340011,King Street Intermediate School,0341711,307,2009-10
,,300,,,,,,,,Danbury School District,0340011,King Street Primary School,0341311,300,2009-10
,,352,,,,,,,,Danbury School District,0340011,Mill Ridge Educational Center,0341811,352,2009-10
,,296,,,,,,,,Danbury School District,0340011,Mill Ridge Primary School,0340511,296,2009-10
,,369,,,,,,,,Danbury School District,0340011,Morris Street School,0340611,369,2009-10
,,408,,,,,,,,Danbury School District,0340011,Park Avenue School,0340811,408,2009-10
,,325,,,,,,,,Danbury School District,0340011,Pembroke School,0341511,325,2009-10
,,1036,,,,,,,,Danbury School District,0340011,Rogers Park Middle School,0345211,1036,2009-10
,,396,,,,,,,,Danbury School District,0340011,Shelter Rock School,0341211,396,2009-10
,,344,,,,,,,,Danbury School District,0340011,South Street School,0341011,344,2009-10
,,467,,,,,,,,Danbury School District,0340011,Stadley Rough School,0341611,467,2009-10
,,383,,,,,,,,Danbury School District,0340011,Western CT Academy of International Studies Elementary Magnet School,0341911,383,2009-10
,,1264,,,,,,,,Darien School District,0350011,Darien High School,0356111,1264,2009-10
,,546,,,,,,,,Darien School District,0350011,Hindley Elementary School,0350211,546,2009-10
,,484,,,,,,,,Darien School District,0350011,Holmes Elementary School,0350711,484,2009-10
,,1156,,,,,,,,Darien School District,0350011,Middlesex Middle School,0355111,1156,2009-10
,,478,,,,,,,,Darien School District,0350011,Ox Ridge Elementary School,0351311,478,2009-10
,,443,,,,,,,,Darien School District,0350011,Royle Elementary School,0350511,443,2009-10
,,409,,,,,,,,Darien School District,0350011,Tokeneke Elementary School,0350611,409,2009-10
,,349,,,,,,,,Deep River School District,0360011,Deep River Elementary School,0360111,349,2009-10
,,*,,,,,,,,Department of Mental Health and Addiction Services,3370015,Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab,3370315,*,2009-10
,,*,,,,,,,,Department of Mental Health and Addiction Services,3370015,Greater Bridgeport Community Mental Health Center,3370515,*,2009-10
,,386,,,,,,,,Derby School District,0370011,Bradley School,0370611,386,2009-10
,,624,,,,,,,,Derby School District,0370011,Derby High School,0376111,624,2009-10
,,439,,,,,,,,Derby School District,0370011,Irving School,0370411,439,2009-10
,,281,,,,,,,,East Granby School District,0400011,Allgrove School,0400111,281,2009-10
,,256,,,,,,,,East Granby School District,0400011,East Granby High School,0406111,256,2009-10
,,230,,,,,,,,East Granby School District,0400011,East Granby Middle School,0405111,230,2009-10
,,137,,,,,,,,East Granby School District,0400011,R. Dudley Seymour School,0400211,137,2009-10
,,421,,,,,,,,East Haddam School District,0410011,East Haddam Elementary School,0410111,421,2009-10
,,406,,,,,,,,East Haddam School District,0410011,Nathan Hale-Ray High School,0416111,406,2009-10
,,559,,,,,,,,East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,559,2009-10
,,301,,,,,,,,East Hampton School District,0420011,Center School,0420311,301,2009-10
,,570,,,,,,,,East Hampton School District,0420011,East Hampton High School,0426111,570,2009-10
,,499,,,,,,,,East Hampton School District,0420011,East Hampton Middle School,0425111,499,2009-10
,,648,,,,,,,,East Hampton School District,0420011,Memorial School,0420111,648,2009-10
,,8,,,,,,,,East Hampton School District,0420011,The Learning Center at East Hampton,0429011,8,2009-10
,,319,,,,,,,,East Hartford School District,0430011,Anna E. Norris School,0430911,319,2009-10
,,167,,,,,,,,East Hartford School District,0430011,Connecticut IB Academy,0436311,167,2009-10
,,408,,,,,,,,East Hartford School District,0430011,Dr. Franklin H. Mayberry School,0430611,408,2009-10
