district,language,students,els,district_code,check_dist_col
Capitol Region Education Council,Albanian,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Arabic,20,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Bengali,8,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Czech,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Dutch,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,French,6,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,German,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Gujarati,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Creole-Haitian,10,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Hindi,15,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Kannada,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Korean,7,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Malayalam,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Marathi,6,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Pashto,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Punjabi,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Rumanian,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Russian,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Serbo-Croatian,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Somali,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Tamil,23,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Telugu,36,10,2410014,Capitol Region Education Council
Capitol Region Education Council,Thai,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Turkish,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Twi/Fante,8,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Ukrainian,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Urdu,16,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Vietnamese,8,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Igbo,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Nepali,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Bangla,9,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Catalan,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Kurdish,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Mandarin,11,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Wolof,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Karen,7,6,2410014,Capitol Region Education Council
Capitol Region Education Council,Patois,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Patwa,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Tagalog,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Zurate,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Kirundi,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Kizingua,<=5,<=5,2410014,Capitol Region Education Council
Capitol Region Education Council,Guyanese Creole,<=5,<=5,2410014,Capitol Region Education Council
Cooperative Educational Services,Spanish,<=5,<=5,2430014,Cooperative Educational Services
Cooperative Educational Services,Portuguese,<=5,<=5,2430014,Cooperative Educational Services
Cooperative Educational Services,Polish,<=5,<=5,2430014,Cooperative Educational Services
Cooperative Educational Services,Arabic,<=5,<=5,2430014,Cooperative Educational Services
Cooperative Educational Services,French,<=5,<=5,2430014,Cooperative Educational Services
Cooperative Educational Services,Vietnamese,<=5,<=5,2430014,Cooperative Educational Services
Area Cooperative Educational Services,Spanish,82,46,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Khmer(Cambodian),<=5,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Arabic,11,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Bengali,7,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,French,<=5,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Hindi,<=5,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Korean,<=5,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Russian,<=5,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Turkish,<=5,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Urdu,<=5,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Vietnamese,<=5,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Cantonese,<=5,<=5,2440014,Area Cooperative Educational Services
Area Cooperative Educational Services,Mandarin,<=5,<=5,2440014,Area Cooperative Educational Services
Learn,Spanish,200,91,2450014,Learn
Learn,Portuguese,<=5,<=5,2450014,Learn
Learn,Italian,<=5,<=5,2450014,Learn
Learn,Polish,<=5,<=5,2450014,Learn
Learn,Greek,<=5,<=5,2450014,Learn
Learn,Albanian,<=5,<=5,2450014,Learn
Learn,Bengali,<=5,<=5,2450014,Learn
Learn,Gujarati,<=5,<=5,2450014,Learn
Learn,Creole-Haitian,<=5,<=5,2450014,Learn
Learn,Korean,<=5,<=5,2450014,Learn
Learn,Russian,<=5,<=5,2450014,Learn
Learn,Telugu,<=5,<=5,2450014,Learn
Learn,Thai,<=5,<=5,2450014,Learn
Learn,Urdu,<=5,<=5,2450014,Learn
Learn,Bangla,<=5,<=5,2450014,Learn
Learn,Mandarin,<=5,<=5,2450014,Learn
Learn,Tibetan,<=5,<=5,2450014,Learn
Eastern Connecticut Regional Educational Service Center (EASTCONN),Spanish,10,10,2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN)
Jumoke Academy District,Spanish,7,<=5,2610013,Jumoke Academy District
Jumoke Academy District,Creole-Haitian,<=5,<=5,2610013,Jumoke Academy District
Jumoke Academy District,Patois,86,<=5,2610013,Jumoke Academy District
Odyssey Community School District,Spanish,<=5,<=5,2630013,Odyssey Community School District
Odyssey Community School District,Albanian,<=5,<=5,2630013,Odyssey Community School District
Odyssey Community School District,Bengali,<=5,<=5,2630013,Odyssey Community School District
Odyssey Community School District,Malayalam,<=5,<=5,2630013,Odyssey Community School District
Odyssey Community School District,Tamil,<=5,<=5,2630013,Odyssey Community School District
Odyssey Community School District,Telugu,<=5,<=5,2630013,Odyssey Community School District
Odyssey Community School District,Urdu,<=5,<=5,2630013,Odyssey Community School District
Odyssey Community School District,Bangla,<=5,<=5,2630013,Odyssey Community School District
Integrated Day Charter School District,Spanish,13,7,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Polish,<=5,<=5,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Arabic,<=5,<=5,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Gujarati,<=5,<=5,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Creole-Haitian,<=5,<=5,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Hindi,<=5,<=5,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Hebrew,<=5,<=5,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Vietnamese,<=5,<=5,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Creole-Cape Verdean,<=5,<=5,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Bangla,<=5,<=5,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Cantonese,10,7,2640013,Integrated Day Charter School District
Integrated Day Charter School District,Mandarin,9,<=5,2640013,Integrated Day Charter School District
Interdistrict School for Arts and Comm District,Spanish,51,29,2650013,Interdistrict School for Arts and Comm District
Interdistrict School for Arts and Comm District,French,<=5,<=5,2650013,Interdistrict School for Arts and Comm District
Interdistrict School for Arts and Comm District,Gujarati,<=5,<=5,2650013,Interdistrict School for Arts and Comm District
Common Ground High School District,Spanish,<=5,<=5,2680013,Common Ground High School District
Common Ground High School District,Arabic,<=5,<=5,2680013,Common Ground High School District
Common Ground High School District,Vietnamese,<=5,<=5,2680013,Common Ground High School District
The Bridge Academy District,Spanish,33,6,2690013,The Bridge Academy District
The Bridge Academy District,Bengali,<=5,<=5,2690013,The Bridge Academy District
The Bridge Academy District,Creole-Haitian,<=5,<=5,2690013,The Bridge Academy District
The Bridge Academy District,Swahili,<=5,<=5,2690013,The Bridge Academy District
Side By Side Charter School District,Spanish,59,13,2700013,Side By Side Charter School District
Side By Side Charter School District,Portuguese,<=5,<=5,2700013,Side By Side Charter School District
Side By Side Charter School District,Italian,<=5,<=5,2700013,Side By Side Charter School District
Side By Side Charter School District,Bengali,<=5,<=5,2700013,Side By Side Charter School District
Side By Side Charter School District,French,<=5,<=5,2700013,Side By Side Charter School District
Side By Side Charter School District,Creole-Haitian,<=5,<=5,2700013,Side By Side Charter School District
Side By Side Charter School District,Malay(Indonesian),<=5,<=5,2700013,Side By Side Charter School District
Side By Side Charter School District,Malayalam,<=5,<=5,2700013,Side By Side Charter School District
Side By Side Charter School District,Tamil,<=5,<=5,2700013,Side By Side Charter School District
Side By Side Charter School District,Urdu,<=5,<=5,2700013,Side By Side Charter School District
Amistad Academy District,Spanish,202,109,2790013,Amistad Academy District
Amistad Academy District,Arabic,<=5,<=5,2790013,Amistad Academy District
Amistad Academy District,French,<=5,<=5,2790013,Amistad Academy District
Amistad Academy District,Hausa,<=5,<=5,2790013,Amistad Academy District
Amistad Academy District,Turkish,<=5,<=5,2790013,Amistad Academy District
Amistad Academy District,Igbo,<=5,<=5,2790013,Amistad Academy District
Amistad Academy District,Persian,<=5,<=5,2790013,Amistad Academy District
Amistad Academy District,Mandingo,<=5,<=5,2790013,Amistad Academy District
Amistad Academy District,Patois,<=5,<=5,2790013,Amistad Academy District
"New Beginnings Inc., Family Academy District",Spanish,<=5,<=5,,
"New Beginnings Inc., Family Academy District",Balinese,<=5,<=5,,
Park City Prep Charter School District,Spanish,<=5,<=5,2830013,Park City Prep Charter School District
Park City Prep Charter School District,Creole-Haitian,<=5,<=5,2830013,Park City Prep Charter School District
Bridgeport Achievement First District,Spanish,173,93,2850013,Bridgeport Achievement First District
