school_code,district_code,district,school,free,non_subsidized,reduced,total,year
1360311,1360011,Sterling School District,Sterling Community School,141,309,29,479,2013-14
1370511,1370011,Stonington School District,Deans Mill School,41,363,9,413,2013-14
1375211,1370011,Stonington School District,Mystic Middle School,41,375,10,426,2013-14
1375111,1370011,Stonington School District,Pawcatuck Middle School,70,212,30,312,2013-14
1370111,1370011,Stonington School District,Stonington BOE Pre-School,*,*,0,26,2013-14
1370211,1370011,Stonington School District,Stonington HS PreK,*,*,0,20,2013-14
1376111,1370011,Stonington School District,Stonington High School,128,610,33,771,2013-14
1370411,1370011,Stonington School District,West Broad Street School,39,80,7,126,2013-14
1370611,1370011,Stonington School District,West Vine Street School,61,137,13,211,2013-14
1381311,1380011,Stratford School District,Eli Whitney School,123,345,49,517,2013-14
1386211,1380011,Stratford School District,Bunnell High School,316,716,121,1153,2013-14
1380311,1380011,Stratford School District,Chapel School,222,270,68,560,2013-14
1385211,1380011,Stratford School District,David Wooster Middle School,184,273,66,523,2013-14
1380411,1380011,Stratford School District,Franklin School,173,91,49,313,2013-14
1385311,1380011,Stratford School District,Harry B. Flood Middle School,208,283,85,576,2013-14
1381611,1380011,Stratford School District,Honeyspot School,51,156,17,224,2013-14
1380811,1380011,Stratford School District,Lordship School,95,118,22,235,2013-14
1380911,1380011,Stratford School District,Nichols School,161,199,71,431,2013-14
1381011,1380011,Stratford School District,Second Hill Lane School,247,350,101,698,2013-14
1389111,1380011,Stratford School District,Secondary STEPS Program,*,*,*,11,2013-14
1381511,1380011,Stratford School District,Stratford Academy - Johnson House,109,307,55,471,2013-14
1386111,1380011,Stratford School District,Stratford High School,341,587,113,1041,2013-14
1389011,1380011,Stratford School District,Strive-Stratford,*,17,*,21,2013-14
1381411,1380011,Stratford School District,Wilcoxson School,99,239,40,378,2013-14
1390411,1390011,Suffield School District,A. Ward Spaulding School,*,431,*,481,2013-14
1390311,1390011,Suffield School District,McAlister Intermediate School,*,444,*,496,2013-14
1396111,1390011,Suffield School District,Suffield High School,67,746,28,841,2013-14
1395111,1390011,Suffield School District,Suffield Middle School,54,522,18,594,2013-14
2696113,2690013,The Bridge Academy District,The Bridge Academy,167,62,48,277,2013-14
9026122,9020022,The Gilbert School District,The Gilbert School,190,297,50,537,2013-14
1400111,1400011,Thomaston School District,Black Rock School,66,198,20,284,2013-14
1400211,1400011,Thomaston School District,Thomaston Center School,43,177,20,240,2013-14
1406211,1400011,Thomaston School District,Thomaston High School,67,319,28,414,2013-14
1410111,1410011,Thompson School District,Mary R. Fisher Elementary School,122,289,31,442,2013-14
1415111,1410011,Thompson School District,Thompson Middle School,89,238,22,349,2013-14
1416111,1410011,Thompson School District,Tourtellotte Memorial High School,58,199,20,277,2013-14
1420111,1420011,Tolland School District,Birch Grove Primary School,*,530,*,564,2013-14
1426111,1420011,Tolland School District,Tolland High School,38,788,21,847,2013-14
1420211,1420011,Tolland School District,Tolland Intermediate School,29,570,18,617,2013-14
1425111,1420011,Tolland School District,Tolland Middle School,27,640,15,682,2013-14
1430111,1430011,Torrington School District,East School,90,252,35,377,2013-14
1430211,1430011,Torrington School District,Forbes School,189,146,28,363,2013-14
1430811,1430011,Torrington School District,Southwest School,151,143,36,330,2013-14
1430911,1430011,Torrington School District,Torringford School,174,402,47,623,2013-14
1436111,1430011,Torrington School District,Torrington High School,347,612,96,1055,2013-14
1435111,1430011,Torrington School District,Torrington Middle School,414,526,101,1041,2013-14
1431311,1430011,Torrington School District,Vogel-Wetmore School,336,99,40,475,2013-14
2785113,2780013,Trailblazers Academy District,Trailblazers Academy,127,19,16,162,2013-14
1440111,1440011,Trumbull School District,Booth Hill School,25,475,9,509,2013-14
1440811,1440011,Trumbull School District,Daniels Farm School,10,454,6,470,2013-14
1441011,1440011,Trumbull School District,Frenchtown Elementary School,43,612,16,671,2013-14
1445211,1440011,Trumbull School District,Hillcrest Middle School,49,691,26,766,2013-14
1440411,1440011,Trumbull School District,Jane Ryan School,*,388,*,403,2013-14
1445111,1440011,Trumbull School District,Madison Middle School,45,716,32,793,2013-14
1440311,1440011,Trumbull School District,Middlebrook School,27,408,19,454,2013-14
1440911,1440011,Trumbull School District,Tashua School,*,375,*,385,2013-14
1448011,1440011,Trumbull School District,Trumbull Early Childhood Education Center,0,220,0,220,2013-14
1446111,1440011,Trumbull School District,Trumbull High School,108,1962,68,2138,2013-14
3360115,3360015,Unified School District #1,Bridgeport Correctional Center,9,0,0,9,2013-14
3360215,3360015,Unified School District #1,Brooklyn Correctional Institution,*,0,0,*,2013-14
3360315,3360015,Unified School District #1,Cheshire Correctional Institution,15,0,0,15,2013-14
3362415,3360015,Unified School District #1,Corrigan/Radgowski Correctional Institution,29,0,0,29,2013-14
3360415,3360015,Unified School District #1,Enfield Correctional Institution,11,0,0,11,2013-14
3361915,3360015,Unified School District #1,Garner Correctional Institution,27,0,0,27,2013-14
3360615,3360015,Unified School District #1,Hartford Correctional Center,26,0,0,26,2013-14
3362215,3360015,Unified School District #1,MacDougall/Walker Correctional Institution,29,0,0,29,2013-14
3361115,3360015,Unified School District #1,Manson Youth Institution,*,0,*,310,2013-14
3360915,3360015,Unified School District #1,New Haven Correctional Center,16,0,0,16,2013-14
3362615,3360015,Unified School District #1,Northern Correctional Institution,10,0,0,10,2013-14
3361215,3360015,Unified School District #1,Osborn Correctional Institution,12,0,0,12,2013-14
3361315,3360015,Unified School District #1,Robinson Correctional Institution,13,0,0,13,2013-14
3361515,3360015,Unified School District #1,Willard/Cybulski Correctional Institution,7,0,0,7,2013-14
3362515,3360015,Unified School District #1,York Correctional Institution,22,0,0,22,2013-14
3470115,3470015,Unified School District #2,Children's Place School,*,*,0,22,2013-14
3470315,3470015,Unified School District #2,Riverview School,7,47,0,54,2013-14
3476715,3470015,Unified School District #2,Walter G. Cady School,121,0,0,121,2013-14
1450111,1450011,Union School District,Union Elementary School,0,*,*,78,2013-14
1460311,1460011,Vernon School District,Northeast School,151,149,29,329,2013-14
1461411,1460011,Vernon School District,Center Road School,153,334,15,502,2013-14
1460111,1460011,Vernon School District,Lake Street School,55,195,6,256,2013-14
1460511,1460011,Vernon School District,Loveland Hill School,*,*,0,8,2013-14
1460211,1460011,Vernon School District,Maple Street School,208,82,33,323,2013-14
1469011,1460011,Vernon School District,Next Step Program (AACBP),0,10,0,10,2013-14
1466111,1460011,Vernon School District,Rockville High School,276,600,50,926,2013-14
1461011,1460011,Vernon School District,Skinner Road School,132,155,19,306,2013-14
1465111,1460011,Vernon School District,Vernon Center Middle School,253,363,46,662,2013-14
1470111,1470011,Voluntown School District,Voluntown Elementary School,50,239,14,303,2013-14
1480211,1480011,Wallingford School District,Highland School,17,242,6,265,2013-14
1489011,1480011,Wallingford School District,A.R.T.S. Academy,*,6,*,13,2013-14
1481011,1480011,Wallingford School District,Cook Hill School,60,273,10,343,2013-14
1485211,1480011,Wallingford School District,Dag Hammarskjold Middle School,135,538,27,700,2013-14
1480911,1480011,Wallingford School District,Evarts C. Stevens School,82,264,13,359,2013-14
1489211,1480011,Wallingford School District,Harvest Park,*,*,*,7,2013-14
1485311,1480011,Wallingford School District,James H. Moran Middle School,92,566,23,681,2013-14
1486111,1480011,Wallingford School District,Lyman Hall High School,157,892,49,1098,2013-14
1486211,1480011,Wallingford School District,Mark T. Sheehan High School,92,775,25,892,2013-14
1480111,1480011,Wallingford School District,Moses Y. Beach School,61,259,7,327,2013-14
1489111,1480011,Wallingford School District,Multi-Vocational Life Skills Program,*,*,0,7,2013-14
1480311,1480011,Wallingford School District,Parker Farms School,67,206,16,289,2013-14
1481211,1480011,Wallingford School District,Pond Hill School,83,271,20,374,2013-14
1480411,1480011,Wallingford School District,Rock Hill School,57,271,15,343,2013-14
1480811,1480011,Wallingford School District,Yalesville School,21,347,8,376,2013-14
1515211,1510011,Waterbury School District,West Side Middle School,773,137,78,988,2013-14
1512311,1510011,Waterbury School District,Washington School,316,11,10,337,2013-14
1512111,1510011,Waterbury School District,B. W. Tinker School,372,151,49,572,2013-14
1510511,1510011,Waterbury School District,Bucks Hill School,475,46,26,547,2013-14
1510611,1510011,Waterbury School District,Bunker Hill School,433,52,29,514,2013-14
1512711,1510011,Waterbury School District,Carrington School,300,102,44,446,2013-14
1516211,1510011,Waterbury School District,Crosby High School,1040,243,106,1389,2013-14
1510911,1510011,Waterbury School District,Driggs School,501,22,24,547,2013-14
1511611,1510011,Waterbury School District,Duggan School,395,35,34,464,2013-14
1519111,1510011,Waterbury School District,Enlightenment School,164,21,6,191,2013-14
1511411,1510011,Waterbury School District,F. J. Kingsbury School,431,42,42,515,2013-14
1512611,1510011,Waterbury School District,Gilmartin School,360,99,59,518,2013-14
1510711,1510011,Waterbury School District,H. S. Chase School,641,80,63,784,2013-14
1511311,1510011,Waterbury School District,Hopeville School,422,29,34,485,2013-14
1516411,1510011,Waterbury School District,John F. Kennedy High School,906,306,74,1286,2013-14
1513111,1510011,Waterbury School District,Maloney Interdistrict Magnet School,244,303,55,602,2013-14
1511111,1510011,Waterbury School District,Margaret M. Generali Elementary School,456,85,60,601,2013-14
1515111,1510011,Waterbury School District,Michael F. Wallace Middle School,908,155,108,1171,2013-14
1515311,1510011,Waterbury School District,North End Middle School,853,140,57,1050,2013-14
1513411,1510011,Waterbury School District,Reed School,347,12,19,378,2013-14
1512811,1510011,Waterbury School District,Regan School,196,39,26,261,2013-14
1513311,1510011,Waterbury School District,Rotella Interdistrict Magnet School,230,336,48,614,2013-14
1518011,1510011,Waterbury School District,Special Education Preschool,140,48,15,203,2013-14
1512011,1510011,Waterbury School District,Sprague School,418,36,18,472,2013-14
1519011,1510011,Waterbury School District,State Street School,77,*,*,79,2013-14
1512211,1510011,Waterbury School District,Walsh School,438,9,12,459,2013-14
1516011,1510011,Waterbury School District,Waterbury Arts Magnet School (High),205,242,42,489,2013-14
1515011,1510011,Waterbury School District,Waterbury Arts Magnet School (Middle),148,158,25,331,2013-14
1516711,1510011,Waterbury School District,Waterbury Career Academy,185,38,22,245,2013-14
1510811,1510011,Waterbury School District,Wendell L. Cross School,252,81,34,367,2013-14
1516311,1510011,Waterbury School District,Wilby High School,1026,183,83,1292,2013-14
1513211,1510011,Waterbury School District,Woodrow Wilson School,379,23,15,417,2013-14
1525111,1520011,Waterford School District,Clark Lane Middle School,83,562,19,664,2013-14
1520211,1520011,Waterford School District,Great Neck Elementary School,58,269,12,339,2013-14
1520611,1520011,Waterford School District,Oswegatchie Elementary School,63,300,11,374,2013-14
1520711,1520011,Waterford School District,Quaker Hill Elementary School,61,285,16,362,2013-14
1526111,1520011,Waterford School District,Waterford High School,85,693,29,807,2013-14
1530311,1530011,Watertown School District,Fletcher W. Judson School,49,222,15,286,2013-14
1530211,1530011,Watertown School District,John Trumbull Primary School,96,561,20,677,2013-14
1530411,1530011,Watertown School District,Polk School,76,234,28,338,2013-14
1535111,1530011,Watertown School District,Swift Middle School,139,547,48,734,2013-14
1536111,1530011,Watertown School District,Watertown High School,143,681,58,882,2013-14
1551711,1550011,West Hartford School District,Smith School,127,201,40,368,2013-14
1559111,1550011,West Hartford School District,Achieve,0,*,*,8,2013-14
1551611,1550011,West Hartford School District,Aiken School,20,436,12,468,2013-14
1550211,1550011,West Hartford School District,Braeburn School,33,322,9,364,2013-14
1555311,1550011,West Hartford School District,Bristow Middle School,65,337,16,418,2013-14
