school_code,district_code,district,school,no,yes,total,year
1356411,1350011,Stamford School District,The Academy of Information Technology,*,*,684,2012-13
1351911,1350011,Stamford School District,Toquam Magnet School,572,108,680,2012-13
1355511,1350011,Stamford School District,Turn of River School,480,98,578,2012-13
1356311,1350011,Stamford School District,Westhill High School,1876,254,2130,2012-13
1351411,1350011,Stamford School District,Westover School,654,62,716,2012-13
1360311,1360011,Sterling School District,Sterling Community School,498,0,498,2012-13
1370511,1370011,Stonington School District,Deans Mill School,*,*,485,2012-13
1375211,1370011,Stonington School District,Mystic Middle School,416,0,416,2012-13
1375111,1370011,Stonington School District,Pawcatuck Middle School,*,*,332,2012-13
1376111,1370011,Stonington School District,Stonington High School,*,*,771,2012-13
1370411,1370011,Stonington School District,West Broad Street School,*,*,131,2012-13
1370611,1370011,Stonington School District,West Vine Street School,*,*,210,2012-13
1381311,1380011,Stratford School District,Eli Whitney School,498,22,520,2012-13
1386211,1380011,Stratford School District,Bunnell High School,1204,6,1210,2012-13
1380311,1380011,Stratford School District,Chapel School,541,14,555,2012-13
1385211,1380011,Stratford School District,David Wooster Middle School,*,*,529,2012-13
1380411,1380011,Stratford School District,Franklin School,273,20,293,2012-13
1385311,1380011,Stratford School District,Harry B. Flood Middle School,533,23,556,2012-13
1381611,1380011,Stratford School District,Honeyspot School,208,10,218,2012-13
1380811,1380011,Stratford School District,Lordship School,222,10,232,2012-13
1380911,1380011,Stratford School District,Nichols School,424,13,437,2012-13
1381011,1380011,Stratford School District,Second Hill Lane School,597,81,678,2012-13
1389111,1380011,Stratford School District,Secondary STEPS Program,*,*,13,2012-13
1381511,1380011,Stratford School District,Stratford Academy - Johnson House,463,7,470,2012-13
1386111,1380011,Stratford School District,Stratford High School,1047,28,1075,2012-13
1389011,1380011,Stratford School District,Strive-Stratford,17,0,17,2012-13
1381411,1380011,Stratford School District,Wilcoxson School,335,41,376,2012-13
1390411,1390011,Suffield School District,A. Ward Spaulding School,434,10,444,2012-13
1390311,1390011,Suffield School District,McAlister Intermediate School,*,*,541,2012-13
1396111,1390011,Suffield School District,Suffield High School,*,*,860,2012-13
1395111,1390011,Suffield School District,Suffield Middle School,599,0,599,2012-13
2696113,2690013,The Bridge Academy District,The Bridge Academy,*,*,276,2012-13
9026122,9020022,The Gilbert School District,The Gilbert School,488,17,505,2012-13
1400111,1400011,Thomaston School District,Black Rock School,*,*,310,2012-13
1400211,1400011,Thomaston School District,Thomaston Center School,256,0,256,2012-13
1406211,1400011,Thomaston School District,Thomaston High School,*,*,438,2012-13
1410111,1410011,Thompson School District,Mary R. Fisher Elementary School,471,0,471,2012-13
1415111,1410011,Thompson School District,Thompson Middle School,380,0,380,2012-13
1416111,1410011,Thompson School District,Tourtellotte Memorial High School,302,0,302,2012-13
1420111,1420011,Tolland School District,Birch Grove Primary School,567,15,582,2012-13
1426111,1420011,Tolland School District,Tolland High School,*,*,900,2012-13
1420211,1420011,Tolland School District,Tolland Intermediate School,*,*,666,2012-13
1425111,1420011,Tolland School District,Tolland Middle School,*,*,688,2012-13
1430111,1430011,Torrington School District,East School,382,10,392,2012-13
1430211,1430011,Torrington School District,Forbes School,344,51,395,2012-13
1430811,1430011,Torrington School District,Southwest School,290,38,328,2012-13
1430911,1430011,Torrington School District,Torringford School,563,47,610,2012-13
1436111,1430011,Torrington School District,Torrington High School,1056,45,1101,2012-13
1435111,1430011,Torrington School District,Torrington Middle School,1023,33,1056,2012-13
1431311,1430011,Torrington School District,Vogel-Wetmore School,383,90,473,2012-13
2785113,2780013,Trailblazers Academy District,Trailblazers Academy,168,0,168,2012-13
1440111,1440011,Trumbull School District,Booth Hill School,515,11,526,2012-13
1440811,1440011,Trumbull School District,Daniels Farm School,459,9,468,2012-13
1441011,1440011,Trumbull School District,Frenchtown Elementary School,616,21,637,2012-13
1445211,1440011,Trumbull School District,Hillcrest Middle School,*,*,777,2012-13
1440411,1440011,Trumbull School District,Jane Ryan School,386,6,392,2012-13
1445111,1440011,Trumbull School District,Madison Middle School,841,7,848,2012-13
1440311,1440011,Trumbull School District,Middlebrook School,439,25,464,2012-13
1440911,1440011,Trumbull School District,Tashua School,377,9,386,2012-13
1448011,1440011,Trumbull School District,Trumbull Early Childhood Education Center,225,0,225,2012-13
1446111,1440011,Trumbull School District,Trumbull High School,2176,19,2195,2012-13
3360115,3360015,Unified School District #1,Bridgeport Correctional Center,17,0,17,2012-13
3360215,3360015,Unified School District #1,Brooklyn Correctional Institution,*,0,*,2012-13
3360315,3360015,Unified School District #1,Cheshire Correctional Institution,29,0,29,2012-13
3362415,3360015,Unified School District #1,Corrigan/Radgowski Correctional Institution,21,0,21,2012-13
3360415,3360015,Unified School District #1,Enfield Correctional Institution,12,0,12,2012-13
3361915,3360015,Unified School District #1,Garner Correctional Institution,23,0,23,2012-13
3360615,3360015,Unified School District #1,Hartford Correctional Center,38,0,38,2012-13
3362215,3360015,Unified School District #1,MacDougall/Walker Correctional Institution,60,0,60,2012-13
3361115,3360015,Unified School District #1,Manson Youth Institution,315,0,315,2012-13
3360915,3360015,Unified School District #1,New Haven Correctional Center,17,0,17,2012-13
3362615,3360015,Unified School District #1,Northern Correctional Institution,19,0,19,2012-13
3361215,3360015,Unified School District #1,Osborn Correctional Institution,24,0,24,2012-13
3361315,3360015,Unified School District #1,Robinson Correctional Institution,15,0,15,2012-13
3361515,3360015,Unified School District #1,Willard/Cybulski Correctional Institution,12,0,12,2012-13
3362515,3360015,Unified School District #1,York Correctional Institution,36,0,36,2012-13
3470115,3470015,Unified School District #2,Children's Place School,*,*,23,2012-13
3470315,3470015,Unified School District #2,Riverview School,56,0,56,2012-13
3476715,3470015,Unified School District #2,Walter G. Cady School,88,0,88,2012-13
1450111,1450011,Union School District,Union Elementary School,71,0,71,2012-13
1460311,1460011,Vernon School District,Northeast School,*,*,322,2012-13
1461411,1460011,Vernon School District,Center Road School,476,20,496,2012-13
1460111,1460011,Vernon School District,Lake Street School,*,*,278,2012-13
1460211,1460011,Vernon School District,Maple Street School,*,*,334,2012-13
1469011,1460011,Vernon School District,Next Step Program (AACBP),11,0,11,2012-13
1466111,1460011,Vernon School District,Rockville High School,959,14,973,2012-13
1461011,1460011,Vernon School District,Skinner Road School,313,19,332,2012-13
1465111,1460011,Vernon School District,Vernon Center Middle School,688,11,699,2012-13
1470111,1470011,Voluntown School District,Voluntown Elementary School,315,0,315,2012-13
1480211,1480011,Wallingford School District,Highland School,268,17,285,2012-13
1489011,1480011,Wallingford School District,A.R.T.S. Academy,17,0,17,2012-13
1481011,1480011,Wallingford School District,Cook Hill School,319,46,365,2012-13
1485211,1480011,Wallingford School District,Dag Hammarskjold Middle School,661,20,681,2012-13
1480911,1480011,Wallingford School District,Evarts C. Stevens School,318,42,360,2012-13
1489211,1480011,Wallingford School District,Harvest Park,7,0,7,2012-13
1485311,1480011,Wallingford School District,James H. Moran Middle School,690,15,705,2012-13
1486111,1480011,Wallingford School District,Lyman Hall High School,1111,24,1135,2012-13
1486211,1480011,Wallingford School District,Mark T. Sheehan High School,*,*,914,2012-13
1480111,1480011,Wallingford School District,Moses Y. Beach School,318,32,350,2012-13
1489111,1480011,Wallingford School District,Multi-Vocational Life Skills Program,13,0,13,2012-13
1480311,1480011,Wallingford School District,Parker Farms School,297,30,327,2012-13
1481211,1480011,Wallingford School District,Pond Hill School,336,19,355,2012-13
1480411,1480011,Wallingford School District,Rock Hill School,346,18,364,2012-13
1480811,1480011,Wallingford School District,Yalesville School,*,*,384,2012-13
1515211,1510011,Waterbury School District,West Side Middle School,909,148,1057,2012-13
1512311,1510011,Waterbury School District,Washington School,296,54,350,2012-13
1512111,1510011,Waterbury School District,B. W. Tinker School,519,44,563,2012-13
1510511,1510011,Waterbury School District,Bucks Hill School,372,52,424,2012-13
1510611,1510011,Waterbury School District,Bunker Hill School,447,58,505,2012-13
1512711,1510011,Waterbury School District,Carrington School,317,140,457,2012-13
1516211,1510011,Waterbury School District,Crosby High School,1290,173,1463,2012-13
1510911,1510011,Waterbury School District,Driggs School,503,51,554,2012-13
1511611,1510011,Waterbury School District,Duggan School,400,37,437,2012-13
1519111,1510011,Waterbury School District,Enlightenment School,176,22,198,2012-13
1511411,1510011,Waterbury School District,F. J. Kingsbury School,470,40,510,2012-13
1512611,1510011,Waterbury School District,Gilmartin School,455,32,487,2012-13
1510711,1510011,Waterbury School District,H. S. Chase School,592,164,756,2012-13
1511311,1510011,Waterbury School District,Hopeville School,328,132,460,2012-13
1516411,1510011,Waterbury School District,John F. Kennedy High School,1210,148,1358,2012-13
1513111,1510011,Waterbury School District,Maloney Interdistrict Magnet School,587,14,601,2012-13
1511111,1510011,Waterbury School District,Margaret M. Generali Elementary School,515,70,585,2012-13
1515111,1510011,Waterbury School District,Michael F. Wallace Middle School,1087,133,1220,2012-13
1515311,1510011,Waterbury School District,North End Middle School,980,125,1105,2012-13
1513411,1510011,Waterbury School District,Reed School,298,31,329,2012-13
1512811,1510011,Waterbury School District,Regan School,245,9,254,2012-13
1513311,1510011,Waterbury School District,Rotella Interdistrict Magnet School,604,11,615,2012-13
1518011,1510011,Waterbury School District,Special Education Preschool,*,*,200,2012-13
1512011,1510011,Waterbury School District,Sprague School,359,41,400,2012-13
1519011,1510011,Waterbury School District,State Street School,71,13,84,2012-13
1512211,1510011,Waterbury School District,Walsh School,440,71,511,2012-13
1516011,1510011,Waterbury School District,Waterbury Arts Magnet School (High),461,8,469,2012-13
1515011,1510011,Waterbury School District,Waterbury Arts Magnet School (Middle),*,*,333,2012-13
1510811,1510011,Waterbury School District,Wendell L. Cross School,324,28,352,2012-13
1516311,1510011,Waterbury School District,Wilby High School,1173,156,1329,2012-13
1513211,1510011,Waterbury School District,Woodrow Wilson School,372,53,425,2012-13
1525111,1520011,Waterford School District,Clark Lane Middle School,667,8,675,2012-13
1520211,1520011,Waterford School District,Great Neck Elementary School,345,8,353,2012-13
1520611,1520011,Waterford School District,Oswegatchie Elementary School,*,*,394,2012-13
1520711,1520011,Waterford School District,Quaker Hill Elementary School,354,7,361,2012-13
1526111,1520011,Waterford School District,Waterford High School,837,7,844,2012-13
1530311,1530011,Watertown School District,Fletcher W. Judson School,*,*,307,2012-13
1530211,1530011,Watertown School District,John Trumbull Primary School,641,41,682,2012-13
1530411,1530011,Watertown School District,Polk School,327,10,337,2012-13
1535111,1530011,Watertown School District,Swift Middle School,759,11,770,2012-13
1536111,1530011,Watertown School District,Watertown High School,918,10,928,2012-13
1551711,1550011,West Hartford School District,Smith School,311,53,364,2012-13
1559111,1550011,West Hartford School District,Achieve,9,0,9,2012-13
1551611,1550011,West Hartford School District,Aiken School,434,26,460,2012-13
1550211,1550011,West Hartford School District,Braeburn School,361,23,384,2012-13
1555311,1550011,West Hartford School District,Bristow Middle School,409,11,420,2012-13
1550411,1550011,West Hartford School District,Bugbee School,446,13,459,2012-13
