"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","Subject","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","ELA","Non-ELL","*","*","*"
"=""1560011""","West Haven School District","=""1561111""","ASD Lab","Math","Non-ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","ELA","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","ELA","Non-ELL","*","43.8%","73.3%"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Math","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560811""","Alma E. Pagels School","Math","Non-ELL","*","68.8%","92.5%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","ELA","ELL",69,"39.1%","60.1%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","ELA","Non-ELL",749,"42.3%","66.6%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Math","ELL",74,"39.2%","65.2%"
"=""1560011""","West Haven School District","=""1565311""","Carrigan 5/6 Intermediate School","Math","Non-ELL",747,"45.2%","68.1%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","ELA","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","ELA","Non-ELL","*","56.3%","82.7%"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Math","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560611""","Edith E. Mackrille School","Math","Non-ELL","*","50.0%","79.3%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","ELA","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560311""","Forest School","ELA","Non-ELL","*","33.8%","60.8%"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Math","ELL","*","*","*"
"=""1560011""","West Haven School District","=""1560311""","Forest School","Math","Non-ELL","*","30.8%","69.6%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","ELA","ELL",47,"23.4%","46.0%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","ELA","Non-ELL",710,"33.7%","52.5%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Math","ELL",51,"43.1%","53.6%"
"=""1560011""","West Haven School District","=""1565111""","Harry M. Bailey Middle School","Math","Non-ELL",711,"48.4%","66.3%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","ELA","ELL",23,"34.8%","61.5%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","ELA","Non-ELL",64,"37.5%","68.0%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Math","ELL",25,"28.0%","70.5%"
"=""1560011""","West Haven School District","=""1561411""","Savin Rock Community School","Math","Non-ELL",64,"54.7%","86.5%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","ELA","ELL",10,"*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","ELA","Non-ELL",71,"45.1%","74.4%"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Math","ELL",10,"*","*"
"=""1560011""","West Haven School District","=""1560411""","Seth G. Haley School","Math","Non-ELL",71,"43.7%","73.3%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","ELA","ELL",15,"*","*"
"=""1560011""","West Haven School District","=""1561211""","Washington School","ELA","Non-ELL",65,"43.1%","62.6%"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Math","ELL",15,"*","*"
"=""1560011""","West Haven School District","=""1561211""","Washington School","Math","Non-ELL",64,"62.5%","89.6%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","ELA","ELL","*","*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","ELA","Non-ELL","*","64.3%","88.5%"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Math","ELL","*","*","*"
"=""1540011""","Westbrook School District","=""1540211""","Daisy Ingraham School","Math","Non-ELL","*","64.3%","88.3%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","ELA","ELL","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","ELA","Non-ELL","*","48.3%","68.1%"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Math","ELL","*","*","*"
"=""1540011""","Westbrook School District","=""1545111""","Westbrook Middle School","Math","Non-ELL","*","59.3%","80.3%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","ELA","ELL","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","ELA","Non-ELL","*","51.2%","74.5%"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Math","ELL","*","*","*"
"=""1570011""","Weston School District","=""1570211""","Weston Intermediate School","Math","Non-ELL","*","47.4%","71.0%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","ELA","ELL","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","ELA","Non-ELL","*","47.9%","65.5%"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Math","ELL","*","*","*"
"=""1570011""","Weston School District","=""1575111""","Weston Middle School","Math","Non-ELL","*","45.4%","62.9%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","ELA","ELL","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","ELA","Non-ELL","*","41.5%","55.2%"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Math","ELL","*","*","*"
"=""1580011""","Westport School District","=""1585111""","Bedford Middle School","Math","Non-ELL","*","45.2%","61.4%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","ELA","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","ELA","Non-ELL","*","46.5%","65.6%"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Math","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580311""","Coleytown Elementary School","Math","Non-ELL","*","60.8%","83.8%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","ELA","ELL","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","ELA","Non-ELL","*","44.7%","60.2%"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Math","ELL","*","*","*"
"=""1580011""","Westport School District","=""1585311""","Coleytown Middle School","Math","Non-ELL","*","46.0%","62.0%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","ELA","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","ELA","Non-ELL","*","58.3%","77.6%"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Math","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580411""","Green's Farms School","Math","Non-ELL","*","65.0%","85.5%"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","ELA","Non-ELL","*","*","*"
"=""1580011""","Westport School District","=""1580211""","Green's Farms Segregated","Math","Non-ELL","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","ELA","Non-ELL",160,"45.0%","69.1%"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Math","ELL","*","*","*"
"=""1580011""","Westport School District","=""1580511""","King's Highway Elementary School","Math","Non-ELL","*","50.0%","72.8%"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","ELA","Non-ELL","*","*","*"
"=""1580011""","Westport School District","=""1580611""","King's Highway Segregated","Math","Non-ELL","*","*","*"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","ELA","Non-ELL",195,"61.5%","82.6%"
"=""1580011""","Westport School District","=""1580711""","Long Lots School","Math","Non-ELL",196,"64.3%","86.9%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","ELA","Non-ELL",164,"54.3%","74.8%"
"=""1580011""","Westport School District","=""1580811""","Saugatuck Elementary School","Math","Non-ELL",164,"51.8%","77.2%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","ELA","ELL",12,"*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","ELA","Non-ELL",137,"70.8%","89.5%"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Math","ELL",12,"*","*"
"=""1590011""","Wethersfield School District","=""1590811""","Alfred W. Hanmer School","Math","Non-ELL",137,"77.4%","96.0%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","ELA","ELL",12,"*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","ELA","Non-ELL",126,"60.3%","83.5%"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Math","ELL",13,"*","*"
"=""1590011""","Wethersfield School District","=""1591011""","Charles Wright School","Math","Non-ELL",126,"52.4%","78.5%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","ELA","ELL",11,"*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","ELA","Non-ELL",153,"57.5%","76.8%"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Math","ELL",11,"*","*"
"=""1590011""","Wethersfield School District","=""1590211""","Emerson-Williams School","Math","Non-ELL",153,"68.6%","90.0%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","ELA","ELL","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","ELA","Non-ELL","*","46.9%","67.3%"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Math","ELL","*","*","*"
"=""1590011""","Wethersfield School District","=""1591111""","Highcrest School","Math","Non-ELL","*","64.6%","83.2%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","ELA","ELL",10,"*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","ELA","Non-ELL",122,"45.9%","66.1%"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Math","ELL",10,"*","*"
"=""1590011""","Wethersfield School District","=""1591211""","Samuel B. Webb Elementary School","Math","Non-ELL",122,"32.8%","62.9%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","ELA","ELL",23,"52.2%","77.0%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","ELA","Non-ELL",489,"54.6%","71.2%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Math","ELL",23,"34.8%","60.7%"
"=""1590011""","Wethersfield School District","=""1595211""","Silas Deane Middle School","Math","Non-ELL",488,"60.5%","77.0%"
"=""1600011""","Willington School District","=""1600111""","Center School","ELA","Non-ELL",48,"39.6%","60.1%"
"=""1600011""","Willington School District","=""1600111""","Center School","Math","Non-ELL",48,"33.3%","60.4%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","ELA","ELL","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","ELA","Non-ELL","*","50.3%","72.1%"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Math","ELL","*","*","*"
"=""1600011""","Willington School District","=""1605111""","Hall Memorial School","Math","Non-ELL","*","49.7%","73.4%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","ELA","ELL","*","*","*"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","ELA","Non-ELL","*","59.8%","80.2%"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Math","ELL","*","*","*"
"=""1610011""","Wilton School District","=""1610711""","Cider Mill School","Math","Non-ELL","*","52.7%","77.7%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","ELA","Non-ELL",955,"53.9%","71.0%"
"=""1610011""","Wilton School District","=""1615211""","Middlebrook School","Math","Non-ELL",954,"64.9%","82.4%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","ELA","ELL","*","*","*"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","ELA","Non-ELL","*","29.0%","50.4%"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","Math","ELL","*","*","*"
"=""1620011""","Winchester School District","=""1620211""","Mary P. Hinsdale School","Math","Non-ELL","*","16.1%","43.4%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","ELA","ELL",6,"*","*"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","ELA","Non-ELL",145,"45.5%","69.2%"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","Math","ELL",8,"*","*"
"=""1620011""","Winchester School District","=""1625111""","Pearson Middle School","Math","Non-ELL",145,"44.8%","64.3%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","ELA","ELL",22,"40.9%","63.6%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","ELA","Non-ELL",255,"54.9%","77.7%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","Math","ELL",22,"50.0%","73.5%"
"=""1630011""","Windham School District","=""1630411""","Charles H. Barrows STEM Academy","Math","Non-ELL",254,"55.5%","77.4%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","ELA","ELL",31,"35.5%","66.5%"
"=""1630011""","Windham School District","=""1630111""","Natchaug School","ELA","Non-ELL",49,"42.9%","69.1%"
