district,district_code,school,school_code,subject,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year,drg
Bolton School District,0120011,Bolton Center School,0120111,ELA,354,345,97.5,345,37,10.7,38,11.0,128,37.1,142,41.2,270,78.3,2015-16,C
Bolton School District,0120011,Bolton Center School,0120111,Math,354,345,97.5,345,42,12.2,77,22.3,109,31.6,117,33.9,226,65.5,2015-16,C
Bozrah School District,0130011,Fields Memorial School,0130111,ELA,134,133,99.3,132,31,23.5,40,30.3,40,30.3,21,15.9,61,46.2,2015-16,E
Bozrah School District,0130011,Fields Memorial School,0130111,Math,134,133,99.3,132,31,23.5,53,40.2,35,26.5,13,9.8,48,36.4,2015-16,E
Branford School District,0140011,Francis Walsh Intermediate School,0145111,ELA,896,883,98.5,881,128,14.5,204,23.2,330,37.5,219,24.9,549,62.3,2015-16,D
Branford School District,0140011,Francis Walsh Intermediate School,0145111,Math,894,879,98.3,878,213,24.3,251,28.6,208,23.7,206,23.5,414,47.2,2015-16,D
Branford School District,0140011,John B. Sliney School,0141611,ELA,141,140,99.3,139,14,10.1,31,22.3,45,32.4,49,35.3,94,67.6,2015-16,D
Branford School District,0140011,John B. Sliney School,0141611,Math,141,140,99.3,140,16,11.4,28,20.0,57,40.7,39,27.9,96,68.6,2015-16,D
Branford School District,0140011,Mary R. Tisko School,0141511,ELA,150,150,100.0,146,9,6.2,26,17.8,35,24.0,76,52.1,111,76.0,2015-16,D
Branford School District,0140011,Mary R. Tisko School,0141511,Math,150,150,100.0,146,13,8.9,30,20.5,50,34.2,53,36.3,103,70.5,2015-16,D
Branford School District,0140011,Mary T. Murphy School,0141411,ELA,166,166,100.0,166,32,19.3,41,24.7,38,22.9,55,33.1,93,56.0,2015-16,D
Branford School District,0140011,Mary T. Murphy School,0141411,Math,166,166,100.0,166,32,19.3,39,23.5,51,30.7,44,26.5,95,57.2,2015-16,D
Brass City Charter School District,2900013,Brass City Charter School,2900113,ELA,39,39,100.0,39,*,*,*,*,12,30.8,20,51.3,32,82.1,2015-16,
Brass City Charter School District,2900013,Brass City Charter School,2900113,Math,39,39,100.0,39,*,*,*,*,15,38.5,17,43.6,32,82.1,2015-16,
Bridgeport Achievement First District,2850013,Achievement First Bridgeport Academy,2850113,ELA,541,540,99.8,540,141,26.1,152,28.1,139,25.7,108,20.0,247,45.7,2015-16,
Bridgeport Achievement First District,2850013,Achievement First Bridgeport Academy,2850113,Math,541,540,99.8,540,167,30.9,146,27.0,102,18.9,125,23.1,227,42.0,2015-16,
Bridgeport School District,0150011,Barnum School,0150111,ELA,312,311,99.7,311,187,60.1,80,25.7,38,12.2,6,1.9,44,14.1,2015-16,I
Bridgeport School District,0150011,Barnum School,0150111,Math,312,311,99.7,311,232,74.6,62,19.9,17,5.5,0,0.0,17,5.5,2015-16,I
Bridgeport School District,0150011,Beardsley School,0150211,ELA,174,174,100.0,174,98,56.3,32,18.4,36,20.7,8,4.6,44,25.3,2015-16,I
Bridgeport School District,0150011,Beardsley School,0150211,Math,174,174,100.0,174,116,66.7,43,24.7,15,8.6,0,0.0,15,8.6,2015-16,I
Bridgeport School District,0150011,Black Rock School,0150311,ELA,253,253,100.0,253,89,35.2,75,29.6,64,25.3,25,9.9,89,35.2,2015-16,I
Bridgeport School District,0150011,Black Rock School,0150311,Math,253,253,100.0,253,129,51.0,86,34.0,30,11.9,8,3.2,38,15.0,2015-16,I
Bridgeport School District,0150011,Blackham School,0154011,ELA,768,764,99.5,764,427,55.9,191,25.0,121,15.8,25,3.3,146,19.1,2015-16,I
Bridgeport School District,0150011,Blackham School,0154011,Math,769,764,99.3,764,533,69.8,193,25.3,*,*,*,*,38,5.0,2015-16,I
Bridgeport School District,0150011,Bridgeport Learning Center,0159011,ELA,41,40,97.6,39,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16,I
Bridgeport School District,0150011,Bridgeport Learning Center,0159011,Math,41,39,95.1,39,*,*,*,*,0,0.0,0,0.0,0,0.0,2015-16,I
Bridgeport School District,0150011,Bryant School,0150411,ELA,192,192,100.0,192,107,55.7,55,28.6,21,10.9,9,4.7,30,15.6,2015-16,I
Bridgeport School District,0150011,Bryant School,0150411,Math,192,192,100.0,192,129,67.2,49,25.5,*,*,*,*,14,7.3,2015-16,I
Bridgeport School District,0150011,Cesar Batalla School,0151411,ELA,800,799,99.9,799,581,72.7,130,16.3,73,9.1,15,1.9,88,11.0,2015-16,I
Bridgeport School District,0150011,Cesar Batalla School,0151411,Math,800,799,99.9,799,643,80.5,124,15.5,*,*,*,*,32,4.0,2015-16,I
Bridgeport School District,0150011,Classical Studies Academy,0152111,ELA,239,236,98.7,236,68,28.8,74,31.4,68,28.8,26,11.0,94,39.8,2015-16,I
Bridgeport School District,0150011,Classical Studies Academy,0152111,Math,237,234,98.7,234,108,46.2,83,35.5,33,14.1,10,4.3,43,18.4,2015-16,I
Bridgeport School District,0150011,Columbus School,0150511,ELA,475,474,99.8,474,306,64.6,109,23.0,46,9.7,13,2.7,59,12.4,2015-16,I
Bridgeport School District,0150011,Columbus School,0150511,Math,474,473,99.8,473,351,74.2,94,19.9,22,4.7,6,1.3,28,5.9,2015-16,I
Bridgeport School District,0150011,Cross School,0153911,ELA,222,222,100.0,222,146,65.8,50,22.5,*,*,*,*,26,11.7,2015-16,I
Bridgeport School District,0150011,Cross School,0153911,Math,222,221,99.5,221,175,79.2,37,16.7,*,*,*,*,9,4.1,2015-16,I
Bridgeport School District,0150011,Curiale School,0154211,ELA,496,495,99.8,495,322,65.1,108,21.8,54,10.9,11,2.2,65,13.1,2015-16,I
Bridgeport School District,0150011,Curiale School,0154211,Math,494,492,99.6,492,394,80.1,80,16.3,*,*,*,*,18,3.7,2015-16,I
Bridgeport School District,0150011,Dunbar School,0154111,ELA,220,220,100.0,220,148,67.3,51,23.2,*,*,*,*,21,9.5,2015-16,I
Bridgeport School District,0150011,Dunbar School,0154111,Math,220,220,100.0,220,178,80.9,*,*,*,*,0,0.0,*,*,2015-16,I
Bridgeport School District,0150011,Edison School,0150711,ELA,148,148,100.0,148,74,50.0,46,31.1,20,13.5,8,5.4,28,18.9,2015-16,I
Bridgeport School District,0150011,Edison School,0150711,Math,149,149,100.0,149,102,68.5,40,26.8,*,*,*,*,7,4.7,2015-16,I
Bridgeport School District,0150011,Geraldine Johnson School,0153211,ELA,475,475,100.0,475,231,48.6,138,29.1,86,18.1,20,4.2,106,22.3,2015-16,I
Bridgeport School District,0150011,Geraldine Johnson School,0153211,Math,475,475,100.0,475,298,62.7,135,28.4,32,6.7,10,2.1,42,8.8,2015-16,I
Bridgeport School District,0150011,Hall School,0151111,ELA,132,132,100.0,132,81,61.4,31,23.5,*,*,*,*,20,15.2,2015-16,I
Bridgeport School District,0150011,Hall School,0151111,Math,132,132,100.0,132,73,55.3,45,34.1,*,*,*,*,14,10.6,2015-16,I
Bridgeport School District,0150011,Hallen School,0151211,ELA,152,151,99.3,151,79,52.3,44,29.1,*,*,*,*,28,18.5,2015-16,I
Bridgeport School District,0150011,Hallen School,0151211,Math,152,151,99.3,151,100,66.2,40,26.5,*,*,*,*,11,7.3,2015-16,I
Bridgeport School District,0150011,High Horizons Magnet School,0154511,ELA,268,268,100.0,268,47,17.5,74,27.6,97,36.2,50,18.7,147,54.9,2015-16,I
Bridgeport School District,0150011,High Horizons Magnet School,0154511,Math,268,268,100.0,268,116,43.3,99,36.9,46,17.2,7,2.6,53,19.8,2015-16,I
Bridgeport School District,0150011,Hooker School,0151311,ELA,242,234,96.7,230,95,41.3,69,30.0,53,23.0,13,5.7,66,28.7,2015-16,I
Bridgeport School District,0150011,Hooker School,0151311,Math,241,226,93.8,226,137,60.6,64,28.3,*,*,*,*,25,11.1,2015-16,I
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,ELA,274,272,99.3,272,84,30.9,84,30.9,74,27.2,30,11.0,104,38.2,2015-16,I
Bridgeport School District,0150011,Interdistrict Discovery Magnet School,0153711,Math,274,272,99.3,272,118,43.4,100,36.8,40,14.7,14,5.1,54,19.9,2015-16,I
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,ELA,360,360,100.0,360,192,53.3,99,27.5,57,15.8,12,3.3,69,19.2,2015-16,I
Bridgeport School District,0150011,Jettie S. Tisdale School,0152211,Math,359,359,100.0,359,234,65.2,93,25.9,*,*,*,*,32,8.9,2015-16,I
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,ELA,619,619,100.0,619,511,82.6,75,12.1,*,*,*,*,33,5.3,2015-16,I
Bridgeport School District,0150011,Luis Munoz Marin School,0151011,Math,619,618,99.8,618,551,89.2,56,9.1,*,*,*,*,11,1.8,2015-16,I
Bridgeport School District,0150011,Madison School,0152011,ELA,295,294,99.7,291,115,39.5,80,27.5,68,23.4,28,9.6,96,33.0,2015-16,I
Bridgeport School District,0150011,Madison School,0152011,Math,295,294,99.7,292,168,57.5,75,25.7,36,12.3,13,4.5,49,16.8,2015-16,I
Bridgeport School District,0150011,Multicultural Magnet School,0154611,ELA,295,290,98.3,290,22,7.6,77,26.6,125,43.1,66,22.8,191,65.9,2015-16,I
Bridgeport School District,0150011,Multicultural Magnet School,0154611,Math,295,290,98.3,290,43,14.8,101,34.8,104,35.9,42,14.5,146,50.3,2015-16,I
Bridgeport School District,0150011,Park City Magnet School,0151711,ELA,261,261,100.0,261,48,18.4,71,27.2,98,37.5,44,16.9,142,54.4,2015-16,I
Bridgeport School District,0150011,Park City Magnet School,0151711,Math,261,261,100.0,261,74,28.4,121,46.4,48,18.4,18,6.9,66,25.3,2015-16,I
Bridgeport School District,0150011,Read School,0152511,ELA,538,537,99.8,537,321,59.8,121,22.5,75,14.0,20,3.7,95,17.7,2015-16,I
Bridgeport School District,0150011,Read School,0152511,Math,539,538,99.8,538,372,69.1,122,22.7,32,5.9,12,2.2,44,8.2,2015-16,I
Bridgeport School District,0150011,Roosevelt School,0152611,ELA,328,326,99.4,326,248,76.1,51,15.6,19,5.8,8,2.5,27,8.3,2015-16,I
Bridgeport School District,0150011,Roosevelt School,0152611,Math,328,326,99.4,326,274,84.0,41,12.6,11,3.4,0,0.0,11,3.4,2015-16,I
Bridgeport School District,0150011,Waltersville School,0153011,ELA,305,304,99.7,303,175,57.8,84,27.7,35,11.6,9,3.0,44,14.5,2015-16,I
Bridgeport School District,0150011,Waltersville School,0153011,Math,305,302,99.0,301,223,74.1,66,21.9,*,*,*,*,12,4.0,2015-16,I
Bridgeport School District,0150011,Winthrop School,0153611,ELA,443,443,100.0,443,129,29.1,121,27.3,134,30.2,59,13.3,193,43.6,2015-16,I
Bridgeport School District,0150011,Winthrop School,0153611,Math,443,443,100.0,443,234,52.8,127,28.7,61,13.8,21,4.7,82,18.5,2015-16,I
Bristol School District,0170011,Alternative Special Education Program (ASEP),0179011,ELA,12,12,*,12,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Alternative Special Education Program (ASEP),0179011,Math,12,12,*,12,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Chippens Hill Middle School,0175111,ELA,699,697,99.7,697,167,24.0,180,25.8,249,35.7,101,14.5,350,50.2,2015-16,G
Bristol School District,0170011,Chippens Hill Middle School,0175111,Math,699,697,99.7,697,230,33.0,225,32.3,142,20.4,100,14.3,242,34.7,2015-16,G
Bristol School District,0170011,Chms Goal,0173411,ELA,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Chms Goal,0173411,Math,8,8,*,8,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Edgewood School,0170311,ELA,175,174,99.4,174,38,21.8,32,18.4,45,25.9,59,33.9,104,59.8,2015-16,G
Bristol School District,0170011,Edgewood School,0170311,Math,175,174,99.4,174,33,19.0,57,32.8,45,25.9,39,22.4,84,48.3,2015-16,G
Bristol School District,0170011,Ellen P. Hubbell School,0171411,ELA,178,177,99.4,177,42,23.7,43,24.3,51,28.8,41,23.2,92,52.0,2015-16,G
Bristol School District,0170011,Ellen P. Hubbell School,0171411,Math,178,177,99.4,177,42,23.7,67,37.9,43,24.3,25,14.1,68,38.4,2015-16,G
Bristol School District,0170011,Greene-Hills GOAL,0170911,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Greene-Hills GOAL,0170911,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Greene-Hills School,0170511,ELA,580,580,100.0,580,149,25.7,146,25.2,194,33.4,91,15.7,285,49.1,2015-16,G
Bristol School District,0170011,Greene-Hills School,0170511,Math,581,581,100.0,581,192,33.0,186,32.0,132,22.7,71,12.2,203,34.9,2015-16,G
Bristol School District,0170011,Ivy Drive GOAL,0172611,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Ivy Drive GOAL,0172611,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Ivy Drive School,0171911,ELA,203,203,100.0,203,42,20.7,37,18.2,45,22.2,79,38.9,124,61.1,2015-16,G
Bristol School District,0170011,Ivy Drive School,0171911,Math,203,203,100.0,203,41,20.2,45,22.2,55,27.1,62,30.5,117,57.6,2015-16,G
Bristol School District,0170011,Mountain View School,0171711,ELA,179,179,100.0,179,32,17.9,42,23.5,58,32.4,47,26.3,105,58.7,2015-16,G
Bristol School District,0170011,Mountain View School,0171711,Math,180,179,99.4,179,37,20.7,64,35.8,48,26.8,30,16.8,78,43.6,2015-16,G
Bristol School District,0170011,Northeast MS/GOAL,0172811,ELA,6,6,*,6,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Northeast MS/GOAL,0172811,Math,6,6,*,6,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Northeast Middle School,0175211,ELA,411,410,99.8,410,52,12.7,98,23.9,179,43.7,81,19.8,260,63.4,2015-16,G
Bristol School District,0170011,Northeast Middle School,0175211,Math,411,410,99.8,410,86,21.0,145,35.4,111,27.1,68,16.6,179,43.7,2015-16,G
Bristol School District,0170011,South Side GOAL,0173111,ELA,7,7,*,7,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,South Side GOAL,0173111,Math,7,7,*,7,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,South Side School,0171111,ELA,211,211,100.0,211,34,16.1,45,21.3,76,36.0,56,26.5,132,62.6,2015-16,G
Bristol School District,0170011,South Side School,0171111,Math,211,211,100.0,211,52,24.6,65,30.8,61,28.9,33,15.6,94,44.5,2015-16,G
Bristol School District,0170011,Stafford Autism,0173211,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Stafford Autism,0173211,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,G
Bristol School District,0170011,Stafford School,0171211,ELA,225,224,99.6,224,51,22.8,52,23.2,65,29.0,56,25.0,121,54.0,2015-16,G
Bristol School District,0170011,Stafford School,0171211,Math,225,224,99.6,224,56,25.0,80,35.7,57,25.4,31,13.8,88,39.3,2015-16,G
Bristol School District,0170011,West Bristol School,0172011,ELA,623,618,99.2,618,145,23.5,156,25.2,209,33.8,108,17.5,317,51.3,2015-16,G
Bristol School District,0170011,West Bristol School,0172011,Math,623,618,99.2,618,196,31.7,218,35.3,149,24.1,55,8.9,204,33.0,2015-16,G
Brookfield School District,0180011,Huckleberry Hill Elementary School,0180411,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,B
Brookfield School District,0180011,Huckleberry Hill Elementary School,0180411,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,B
Brookfield School District,0180011,Whisconier Middle School,0185311,ELA,855,801,93.7,801,82,10.2,166,20.7,307,38.3,246,30.7,553,69.0,2015-16,B
Brookfield School District,0180011,Whisconier Middle School,0185311,Math,855,797,93.2,797,101,12.7,218,27.4,252,31.6,226,28.4,478,60.0,2015-16,B
Brooklyn School District,0190011,Brooklyn Elementary School,0190111,ELA,146,146,100.0,146,28,19.2,25,17.1,29,19.9,64,43.8,93,63.7,2015-16,E
Brooklyn School District,0190011,Brooklyn Elementary School,0190111,Math,146,146,100.0,146,20,13.7,55,37.7,45,30.8,26,17.8,71,48.6,2015-16,E
Brooklyn School District,0190011,Brooklyn Middle School,0195111,ELA,371,368,99.2,368,31,8.4,72,19.6,162,44.0,103,28.0,265,72.0,2015-16,E
Brooklyn School District,0190011,Brooklyn Middle School,0195111,Math,371,367,98.9,367,83,22.6,154,42.0,84,22.9,46,12.5,130,35.4,2015-16,E
Canaan School District,0210011,Lee H. Kellogg School,0210111,ELA,51,49,96.1,49,8,16.3,9,18.4,18,36.7,14,28.6,32,65.3,2015-16,E
Canaan School District,0210011,Lee H. Kellogg School,0210111,Math,51,48,94.1,48,*,*,20,41.7,17,35.4,*,*,*,*,2015-16,E
Canterbury School District,0220011,Canterbury Elementary School,0220211,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,F
Canterbury School District,0220011,Canterbury Elementary School,0220211,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2015-16,F
Canterbury School District,0220011,Dr. Helen Baldwin Middle School,0225111,ELA,227,224,98.7,224,36,16.1,64,28.6,83,37.1,41,18.3,124,55.4,2015-16,F
Canterbury School District,0220011,Dr. Helen Baldwin Middle School,0225111,Math,227,224,98.7,224,57,25.4,91,40.6,55,24.6,21,9.4,76,33.9,2015-16,F
Canton School District,0230011,Canton Intermediate School,0230311,ELA,392,390,99.5,390,37,9.5,57,14.6,131,33.6,165,42.3,296,75.9,2015-16,C
Canton School District,0230011,Canton Intermediate School,0230311,Math,392,390,99.5,390,45,11.5,90,23.1,119,30.5,136,34.9,255,65.4,2015-16,C
Canton School District,0230011,Canton Middle School,0235111,ELA,282,279,98.9,279,18,6.5,60,21.5,111,39.8,90,32.3,201,72.0,2015-16,C
Canton School District,0230011,Canton Middle School,0235111,Math,282,279,98.9,279,37,13.3,68,24.4,88,31.5,86,30.8,174,62.4,2015-16,C
Canton School District,0230011,Cherry Brook Primary School,0230211,ELA,117,114,97.4,114,11,9.6,17,14.9,37,32.5,49,43.0,86,75.4,2015-16,C
Canton School District,0230011,Cherry Brook Primary School,0230211,Math,117,114,97.4,114,9,7.9,11,9.6,49,43.0,45,39.5,94,82.5,2015-16,C
Capital Preparatory Harbor School Inc. District,2970013,Capital Preparatory Harbor School Inc.,2970113,ELA,110,110,100.0,110,42,38.2,34,30.9,*,*,*,*,34,30.9,2015-16,
Capital Preparatory Harbor School Inc. District,2970013,Capital Preparatory Harbor School Inc.,2970113,Math,109,109,100.0,109,75,68.8,28,25.7,6,5.5,0,0.0,6,5.5,2015-16,
Capitol Region Education Council,2410014,Academy of Aerospace and Engineering,2415114,ELA,337,333,98.8,333,78,23.4,74,22.2,122,36.6,59,17.7,181,54.4,2015-16,
Capitol Region Education Council,2410014,Academy of Aerospace and Engineering,2415114,Math,337,317,94.1,317,108,34.1,97,30.6,36,11.4,76,24.0,112,35.3,2015-16,
Capitol Region Education Council,2410014,Ana Grace Academy of the Arts Elementary School,2410614,ELA,63,61,96.8,61,13,21.3,22,36.1,17,27.9,9,14.8,26,42.6,2015-16,
Capitol Region Education Council,2410014,Ana Grace Academy of the Arts Elementary School,2410614,Math,63,61,96.8,61,14,23.0,31,50.8,*,*,*,*,16,26.2,2015-16,
Capitol Region Education Council,2410014,Discovery Academy,2418114,ELA,98,94,95.9,94,18,19.1,20,21.3,24,25.5,32,34.0,56,59.6,2015-16,
Capitol Region Education Council,2410014,Discovery Academy,2418114,Math,98,95,96.9,95,24,25.3,18,18.9,31,32.6,22,23.2,53,55.8,2015-16,
Capitol Region Education Council,2410014,Farmington Valley Regional Diagnostic Center,2419214,ELA,11,11,*,11,*,*,*,*,*,*,*,*,*,*,2015-16,
Capitol Region Education Council,2410014,Farmington Valley Regional Diagnostic Center,2419214,Math,9,8,*,8,*,*,*,*,*,*,*,*,*,*,2015-16,
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,ELA,193,190,98.4,190,54,28.4,28,14.7,49,25.8,59,31.1,108,56.8,2015-16,
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,Math,193,190,98.4,190,47,24.7,55,28.9,45,23.7,43,22.6,88,46.3,2015-16,
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,ELA,315,309,98.1,309,64,20.7,83,26.9,112,36.2,50,16.2,162,52.4,2015-16,
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,Math,314,303,96.5,303,118,38.9,97,32.0,56,18.5,32,10.6,88,29.0,2015-16,
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,ELA,181,180,99.4,180,51,28.3,44,24.4,43,23.9,42,23.3,85,47.2,2015-16,
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,Math,181,180,99.4,180,56,31.1,55,30.6,37,20.6,32,17.8,69,38.3,2015-16,
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,ELA,11,9,*,9,*,*,*,*,*,*,*,*,*,*,2015-16,
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,Math,11,6,*,6,*,*,*,*,*,*,*,*,*,*,2015-16,
Capitol Region Education Council,2410014,Medical Professions and Teacher Preparation Academy,2416514,ELA,202,201,99.5,201,50,24.9,65,32.3,68,33.8,18,9.0,86,42.8,2015-16,
Capitol Region Education Council,2410014,Medical Professions and Teacher Preparation Academy,2416514,Math,202,201,99.5,201,100,49.8,66,32.8,24,11.9,11,5.5,35,17.4,2015-16,
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,ELA,308,304,98.7,304,77,25.3,73,24.0,107,35.2,47,15.5,154,50.7,2015-16,
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,Math,308,305,99.0,305,123,40.3,115,37.7,41,13.4,26,8.5,67,22.0,2015-16,
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,ELA,132,125,94.7,125,37,29.6,18,14.4,37,29.6,33,26.4,70,56.0,2015-16,
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,Math,132,125,94.7,125,38,30.4,37,29.6,25,20.0,25,20.0,50,40.0,2015-16,
Capitol Region Education Council,2410014,Museum Academy,2410514,ELA,145,143,98.6,143,41,28.7,35,24.5,37,25.9,30,21.0,67,46.9,2015-16,
Capitol Region Education Council,2410014,Museum Academy,2410514,Math,145,142,97.9,142,35,24.6,47,33.1,36,25.4,24,16.9,60,42.3,2015-16,
